,monster,id,CR,feature,mean,variance,standard deviation,sigma/mean
2115,Thessalheart Construct,582801-thessalheart-construct,0.0,Claws,1.0,0.0,0.0,0.0
2116,Two-Headed Crocodile,582928-two-headed-crocodile,1.0,Bite,7.5,8.25,2.8722813,0.38297084
2118,Two-Headed Owlbear,582938-two-headed-owlbear,3.0,Beak,10.5,8.25,2.8722813,0.2735506
2119,Two-Headed Owlbear,582938-two-headed-owlbear,3.0,Claws,14.0,10.5,3.2403703,0.23145503
2121,Awakened White Moose,1123066-awakened-white-moose,3.0,Antlers,13.0,10.5,3.2403703,0.24925926
2122,Awakened White Moose,1123066-awakened-white-moose,3.0,Hooves,9.0,2.5,1.5811388,0.1756821
2124,Kingsport,1123105-kingsport,0.0,Beak,3.5,1.25,1.118034,0.31943828
2125,Chardalyn Berserker,1123070-chardalyn-berserker,4.0,Chardalyn Flail,7.5,5.25,2.291288,0.30550504
2126,Chardalyn Berserker,1123070-chardalyn-berserker,4.0,Chardalyn Javelin,6.5,2.9166667,1.7078252,0.26274234
2127,Chardalyn Dragon,1123071-chardalyn-dragon,11.0,Claw,14.0,5.8333335,2.4152296,0.17251639
2128,Chardalyn Dragon,1123071-chardalyn-dragon,11.0,Tail,18.0,16.5,4.0620193,0.22566773
2129,Chardalyn Dragon,1123071-chardalyn-dragon,11.0,Wings,12.0,2.5,1.5811388,0.13176157
2130,Chardalyn Dragon,1123071-chardalyn-dragon,11.0,Radiant Breath,63.0,73.5,8.573215,0.13608277
2131,Coldlight Walker,1123078-coldlight-walker,5.0,Slam,25.0,22.166666,4.708149,0.18832596
2132,Coldlight Walker,1123078-coldlight-walker,5.0,Cold Ray,25.0,33.0,5.7445626,0.2297825
2133,Fox,1123082-fox,0.0,Bite,1.0,0.0,0.0,0.0
2134,Frost Giant Skeleton,1123084-frost-giant-skeleton,6.0,Greataxe,25.5,35.75,5.9791303,0.2344757
2136,Gnoll Vampire,1123087-gnoll-vampire,8.0,Bite,21.0,16.333334,4.041452,0.19245009
2137,Gnoll Vampire,1123087-gnoll-vampire,8.0,Claws,10.0,2.5,1.5811388,0.15811388
2139,Goliath Warrior,1123090-goliath-warrior,3.0,Greataxe,10.5,11.916667,3.4520526,0.3287669
2140,Goliath Warrior,1123090-goliath-warrior,3.0,Javelin,7.5,2.9166667,1.7078252,0.22771002
2142,Goliath Werebear,1123091-goliath-werebear,8.0,Bite,16.0,16.5,4.0620193,0.2538762
2143,Goliath Werebear,1123091-goliath-werebear,8.0,Claw,14.0,10.5,3.2403703,0.23145503
2144,Goliath Werebear,1123091-goliath-werebear,8.0,Greataxe,11.5,11.916667,3.4520526,0.30017847
2145,Ice Troll,1123099-ice-troll,8.0,Bite,16.5,13.416667,3.6628768,0.22199254
2146,Ice Troll,1123099-ice-troll,8.0,Claw,20.0,16.333334,4.041452,0.20207259
2148,Knucklehead Trout,1123107-knucklehead-trout,0.0,Bite,4.5,1.25,1.118034,0.248452
2149,Knucklehead Trout,1123107-knucklehead-trout,0.0,Tail,4.5,1.25,1.118034,0.248452
2150,Icewind Kobold,1123101-icewind-kobold,0.125,Dagger,4.5,1.25,1.118034,0.248452
2151,Icewind Kobold,1123101-icewind-kobold,0.125,Javelin,1.5,2.9166667,1.7078252,1.13855
2152,Icewind Kobold Zombie,1123100-icewind-kobold-zombie,0.125,Javelin,2.5,2.9166667,1.7078252,0.68313
2153,Kobold Vampire Spawn,1123108-kobold-vampire-spawn,3.0,Bite,11.5,3.75,1.9364917,0.16839059
2154,Living Bigby’s Hand,1123109-living-bigbys-hand,4.0,Force Fist,26.0,21.0,4.582576,0.17625292
2155,Demos Magen,1123079-demos-magen,2.0,Greatsword,9.0,5.8333335,2.4152296,0.26835883
2156,Demos Magen,1123079-demos-magen,2.0,Light Crossbow,6.5,5.25,2.291288,0.35250583
2157,Galvan Magen,1123085-galvan-magen,3.0,Shocking Touch,7.5,2.9166667,1.7078252,0.22771002
2158,Galvan Magen,1123085-galvan-magen,3.0,Static Discharge,44.0,66.0,8.124039,0.18463723
2160,Spitting Mimic,1123127-spitting-mimic,5.0,Pseudopods,10.5,8.25,2.8722813,0.2735506
2161,Spitting Mimic,1123127-spitting-mimic,5.0,Bite,17.5,14.083333,3.7527769,0.21444438
2163,Mountain Goat,1123114-mountain-goat,0.125,Ram,5.5,2.9166667,1.7078252,0.31051365
2164,Gunvald Halraggson,1123093-gunvald-halraggson,5.0,Battleaxe,17.0,20.166666,4.4907312,0.26416066
2165,Gunvald Halraggson,1123093-gunvald-halraggson,5.0,Javelin,15.0,14.833333,3.8514066,0.25676045
2166,Jarund Elkhardt,1123103-jarund-elkhardt,5.0,Warhammer,15.0,16.5,4.0620193,0.27080128
2167,Jarund Elkhardt,1123103-jarund-elkhardt,5.0,Javelin,11.0,5.8333335,2.4152296,0.21956632
2168,Bjornhild Solvigsdottir,1123068-bjornhild-solvigsdottir,5.0,Greataxe,21.5,28.416666,5.3307285,0.24794087
2169,Bjornhild Solvigsdottir,1123068-bjornhild-solvigsdottir,5.0,Spear,19.5,21.75,4.6636896,0.23916356
2170,Isarr Kronenstrom,1123102-isarr-kronenstrom,8.0,Heavy Crossbow,8.5,8.25,2.8722813,0.33791545
2171,Seal,1123121-seal,0.0,Bite,1.0,0.0,0.0,0.0
2172,Snow Golem,1123123-snow-golem,3.0,Slam,12.5,8.75,2.95804,0.2366432
2173,Snow Golem,1123123-snow-golem,3.0,Snowball,9.0,5.8333335,2.4152296,0.26835883
2174,Sperm Whale,1123126-sperm-whale,8.0,Bite,21.5,15.75,3.968627,0.1845873
2175,Sperm Whale,1123126-sperm-whale,8.0,Tail,37.0,17.5,4.1833,0.113062166
2177,Tomb Tapper,1123129-tomb-tapper,10.0,Bite,22.5,24.75,4.974937,0.22110832
2178,Tomb Tapper,1123129-tomb-tapper,10.0,Claw,16.5,8.75,2.95804,0.17927514
2179,Tomb Tapper,1123129-tomb-tapper,10.0,Sledgehammer,27.0,17.5,4.1833,0.15493704
2180,Verbeeg Marauder,1123133-verbeeg-marauder,4.0,Spear,17.5,15.75,3.968627,0.22677869
2181,Walrus,1123134-walrus,0.25,Tusks,7.0,2.5,1.5811388,0.22587697
2182,Giant Walrus,1123086-giant-walrus,4.0,Body Flop,15.0,10.5,3.2403703,0.2160247
2183,Giant Walrus,1123086-giant-walrus,4.0,Tusks,16.5,8.75,2.95804,0.17927514
2185,Yeti Tyke,1123136-yeti-tyke,0.125,Claw,5.0,2.5,1.5811388,0.31622776
2186,Swarm of Animated Books,1528985-swarm-of-animated-books,0.25,Book Club,6.0,2.5,1.5811388,0.26352313
2187,Animated Broom,1528953-animated-broom,0.25,Broomstick,5.5,1.25,1.118034,0.20327891
2188,Animated Chained Library,1528954-animated-chained-library,1.0,Chained Book,6.5,5.25,2.291288,0.35250583
2189,Grippli Warrior,1528965-grippli-warrior,0.25,Trident,9.0,6.5,2.5495098,0.28327885
2190,Grippli Warrior,1528965-grippli-warrior,0.25,Shortbow,8.0,4.1666665,2.0412414,0.25515518
2192,Skitterwidget,1528982-skitterwidget,5.0,Bite,10.0,5.8333335,2.4152296,0.24152295
2193,Skitterwidget,1528982-skitterwidget,5.0,Tail,17.0,11.666667,3.4156504,0.2009206
2195,Kiddywidget,1528969-kiddywidget,0.5,Bite,4.5,1.25,1.118034,0.248452
2196,Kiddywidget,1528969-kiddywidget,0.5,Tail,7.0,2.5,1.5811388,0.22587697
2198,Constructed Commoner,1528959-constructed-commoner,0.0,Club,2.5,1.25,1.118034,0.4472136
2199,Storm Giant Skeleton,1528984-storm-giant-skeleton,16.0,Greatsword,48.0,38.5,6.204837,0.12926744
2200,Storm Giant Skeleton,1528984-storm-giant-skeleton,16.0,Rock,35.0,47.666668,6.904105,0.19726014
2202,Clapperclaw the Scarecrow,1979775-clapperclaw-the-scarecrow,0.5,Claws,7.0,2.5,1.5811388,0.22587697
2203,Warduke,1979813-warduke,5.0,Flame Tongue,15.5,14.083333,3.7527769,0.24211463
2204,Warduke,1979813-warduke,5.0,Dagger,5.5,1.25,1.118034,0.20327891
2206,Zarak,1979817-zarak,2.0,Dagger,10.5,3.75,1.9364917,0.18442778
2207,Zarak,1979817-zarak,2.0,Garrote,16.0,5.0,2.236068,0.13975425
2209,Elkhorn,1979777-elkhorn,2.0,Dagger,9.0,9.5,3.082207,0.34246746
2210,Elkhorn,1979777-elkhorn,2.0,+1 Longsword,11.0,16.5,4.0620193,0.36927447
2212,Molliver,1979798-molliver,3.0,Dagger,5.5,1.25,1.118034,0.20327891
2213,Molliver,1979798-molliver,3.0,Shortsword,6.5,2.9166667,1.7078252,0.26274234
2215,Bullywug Knight,1979773-bullywug-knight,3.0,Glaive,8.5,8.25,2.8722813,0.33791545
2217,Giant Dragonfly,1979781-giant-dragonfly,0.5,Bite,6.5,1.25,1.118034,0.17200524
2218,Giant Snail,1979782-giant-snail,0.25,Slam,5.5,2.9166667,1.7078252,0.31051365
2219,Harengon Brigand,1979787-harengon-brigand,0.125,Club,4.5,1.25,1.118034,0.248452
2220,Harengon Brigand,1979787-harengon-brigand,0.125,Sling,5.5,1.25,1.118034,0.20327891
2221,Harengon Sniper,1979788-harengon-sniper,0.25,Club,2.5,1.25,1.118034,0.4472136
2222,Harengon Sniper,1979788-harengon-sniper,0.25,Light Crossbow,7.5,5.25,2.291288,0.30550504
2223,Living Doll,1979794-living-doll,2.0,Grabby Hands,11.0,16.5,4.0620193,0.36927447
2224,Selenelion Twin,1979803-selenelion-twin,2.0,Dagger,6.5,1.25,1.118034,0.17200524
2225,Selenelion Twin,1979803-selenelion-twin,2.0,Moon Ray,12.0,10.5,3.2403703,0.27003086
2226,Selenelion Twin,1979803-selenelion-twin,2.0,Sun Ray,12.0,10.5,3.2403703,0.27003086
2227,Ruidium Elephant,2407560-ruidium-elephant,8.0,Gore,32.0,26.833334,5.18009,0.16187781
2228,Ruidium Elephant,2407560-ruidium-elephant,8.0,Stomp,36.0,38.833332,6.23164,0.1731011
2229,Aboleth Spawn,2407521-aboleth-spawn,5.0,Spear,8.5,5.25,2.291288,0.2695633
2230,Aboleth Spawn,2407521-aboleth-spawn,5.0,Tentacle,9.0,10.5,3.2403703,0.36004114
2231,Aboleth Spawn,2407521-aboleth-spawn,5.0,Psychic Lash,18.0,21.0,4.582576,0.25458753
2233,Irvan Wastewalker (Tier 1),2407544-irvan-wastewalker-tier-1,3.0,Dagger,11.5,7.0833335,2.6614532,0.23143071
2235,Irvan Wastewalker (Tier 2),2407545-irvan-wastewalker-tier-2,5.0,Dagger,19.5,12.916667,3.5939765,0.18430649
2237,Maggie Keeneyes (Tier 2),2407550-maggie-keeneyes-tier-2,5.0,Giant Maul,13.0,10.5,3.2403703,0.24925926
2238,Maggie Keeneyes (Tier 2),2407550-maggie-keeneyes-tier-2,5.0,Hammer Toss,9.0,2.5,1.5811388,0.1756821
2240,Irvan Wastewalker (Tier 3),2407546-irvan-wastewalker-tier-3,8.0,Dagger,25.0,15.833333,3.9791121,0.15916449
2241,Irvan Wastewalker (Tier 3),2407546-irvan-wastewalker-tier-3,8.0,Ruidium Shortsword,15.5,8.75,2.95804,0.19084129
2243,Maggie Keeneyes (Tier 3),2407551-maggie-keeneyes-tier-3,8.0,Heavy Greataxe,18.0,23.833334,4.8819394,0.27121887
2244,Maggie Keeneyes (Tier 3),2407551-maggie-keeneyes-tier-3,8.0,Hammer Toss,15.0,5.0,2.236068,0.1490712
2246,Corrupted Giant Shark,2407532-corrupted-giant-shark,9.0,Bite,22.5,24.75,4.974937,0.22110832
2247,Death Embrace,2407534-death-embrace,11.0,Tentacle,24.0,22.333334,4.725816,0.19690898
2249,Light Devourer,2407548-light-devourer,6.0,Bite,21.5,14.583333,3.818813,0.17761922
2251,Monastic Operative,2407554-monastic-operative,5.0,Unarmed Strike,9.5,8.25,2.8722813,0.3023454
2252,Monastic Operative,2407554-monastic-operative,5.0,Cobalt Dart,10.0,4.1666665,2.0412414,0.20412415
2254,Scholarly Excavator,2407562-scholarly-excavator,3.0,Thunderous Warhammer,7.5,8.25,2.8722813,0.38297084
2256,Scuttling Serpentmaw,2407564-scuttling-serpentmaw,4.0,Bite,17.0,11.666667,3.4156504,0.2009206
2257,Scuttling Serpentmaw,2407564-scuttling-serpentmaw,4.0,Claw,7.5,5.25,2.291288,0.30550504
2259,Slithering Bloodfin,2407567-slithering-bloodfin,9.0,Bite,14.0,10.5,3.2403703,0.23145503
2260,Slithering Bloodfin,2407567-slithering-bloodfin,9.0,Tail,19.0,11.666667,3.4156504,0.17977107
2262,Swarm of Sorrowfish,2407569-swarm-of-sorrowfish,6.0,Swarm of Bites,21.0,17.5,4.1833,0.19920477
2263,Wynling,2739107-wynling,0.5,Slam,7.5,1.25,1.118034,0.1490712
2264,Soul Shaker,2739103-soul-shaker,4.0,Crushing Grasp,14.0,10.5,3.2403703,0.23145503
2265,Tlacatecolo,2739104-tlacatecolo,5.0,Talon,21.0,21.0,4.582576,0.2182179
2266,Tlacatecolo,2739104-tlacatecolo,5.0,Plague Winds,52.0,95.333336,9.763879,0.18776691
2268,Aurumvorax,2739093-aurumvorax,2.0,Bite,6.5,5.25,2.291288,0.35250583
2269,Aurumvorax,2739093-aurumvorax,2.0,Claw,5.5,2.9166667,1.7078252,0.31051365
2271,Tlexolotl,2739105-tlexolotl,10.0,Bite,30.5,29.25,5.408327,0.1773222
2272,Tlexolotl,2739105-tlexolotl,10.0,Tail,25.5,16.916666,4.1129875,0.16129363
2274,Haint,2739097-haint,7.0,Sorrowful Touch,21.0,21.0,4.582576,0.2182179
2276,Whistler,2739106-whistler,9.0,Psychic Swipe,15.0,16.5,4.0620193,0.27080128
2277,Whistler,2739106-whistler,9.0,Otherworldly Melody,33.0,49.5,7.0356236,0.21320072
2279,Clockwork Horror,2506149-clockwork-horror,2.0,Bite,6.5,5.25,2.291288,0.35250583
2280,Clockwork Horror,2506149-clockwork-horror,2.0,Rotating Saw,4.5,1.25,1.118034,0.248452
2281,Clockwork Horror,2506149-clockwork-horror,2.0,Lightning Jolt,7.5,8.25,2.8722813,0.38297084
2283,Star Lancer,2506150-star-lancer,2.0,Horn,7.5,2.9166667,1.7078252,0.22771002
2284,Runara (Adult Bronze Dragon),2953451-runara,,Bite,18.0,16.5,4.0620193,0.22566773
2285,Runara (Adult Bronze Dragon),2953451-runara,,Claw,14.0,5.8333335,2.4152296,0.17251639
2287,Fume Drake,2953449-fume-drake,,Bite,4.5,1.25,1.118034,0.248452
2288,Fume Drake,2953449-fume-drake,,Scalding Breath,9.0,10.5,3.2403703,0.36004114
2289,Kobold Tinkerer,2953450-kobold-tinkerer,,Dagger,4.5,1.25,1.118034,0.248452
2290,Kobold Tinkerer,2953450-kobold-tinkerer,,Alchemical Flame,21.0,17.5,4.1833,0.19920477
2291,Sinensa,2953452-sinensa,,Fist,13.5,6.25,2.5,0.18518518
2292,Spore Servant Octopus,2953453-spore-servant-octopus,,Tentacles,7.5,5.25,2.291288,0.30550504
2293,Tarak,2953454-tarak,,Dagger,5.5,1.25,1.118034,0.20327891
2295,Varnoth,2953455-varnoth,,Shortsword,6.5,2.9166667,1.7078252,0.26274234
2297,Anhkolox,3081098-anhkolox,9.0,Claw,17.0,16.5,4.0620193,0.23894231
2298,Caradoc,3081102-caradoc,8.0,Withering Touch,15.0,16.5,4.0620193,0.27080128
2300,Lesser Death Dragon,3081116-lesser-death-dragon,10.0,Bite,18.5,15.75,3.968627,0.21452038
2301,Lesser Death Dragon,3081116-lesser-death-dragon,10.0,Claw,8.5,2.9166667,1.7078252,0.2009206
2302,Lesser Death Dragon,3081116-lesser-death-dragon,10.0,Cataclysmic Breath,72.0,84.0,9.165152,0.12729377
2304,Aurak Draconian,3081099-aurak-draconian,6.0,Rend,8.5,11.916667,3.4520526,0.40612382
2305,Aurak Draconian,3081099-aurak-draconian,6.0,Energy Ray,8.5,8.25,2.8722813,0.33791545
2307,Baaz Draconian,3081100-baaz-draconian,0.5,Shortsword,4.5,2.9166667,1.7078252,0.3795167
2309,Kapak Draconian,3081113-kapak-draconian,3.0,Dagger,12.5,7.0833335,2.6614532,0.21291625
2310,Sivak Draconian,3081121-sivak-draconian,4.0,Serrated Sword,13.0,10.5,3.2403703,0.24925926
2311,Sivak Draconian,3081121-sivak-draconian,4.0,Tail,8.5,5.25,2.291288,0.2695633
2313,Dragon Army Officer,3081105-dragon-army-officer,3.0,Vicious Lance,11.0,9.5,3.082207,0.28020063
2314,Dragon Army Officer,3081105-dragon-army-officer,3.0,Heavy Crossbow,13.0,16.5,4.0620193,0.31246302
2315,Dragon Army Soldier,3081106-dragon-army-soldier,1.0,Longsword,10.0,9.5,3.082207,0.3082207
2316,Dragon Army Soldier,3081106-dragon-army-soldier,1.0,Javelin,8.0,4.1666665,2.0412414,0.25515518
2318,Dragon Army Dragonnel,3081104-dragon-army-dragonnel,3.0,Rend,13.5,8.75,2.95804,0.21911407
2320,Wasteland Dragonnel,3081124-wasteland-dragonnel,3.0,Rend,10.0,5.8333335,2.4152296,0.24152295
2321,Wasteland Dragonnel,3081124-wasteland-dragonnel,3.0,Acid Spit,20.5,14.583333,3.818813,0.18628356
2323,Istarian Drone,3081110-istarian-drone,6.0,Claw,14.0,10.5,3.2403703,0.23145503
2325,Kalaman Soldier,3081111-kalaman-soldier,0.5,Longsword,7.5,8.25,2.8722813,0.38297084
2327,Kender Skirmisher,3081114-kender-skirmisher,0.25,Hoopak,6.5,2.9166667,1.7078252,0.26274234
2328,Red Ruin,3081119-red-ruin,10.0,Ember Lance,17.5,17.75,4.2130747,0.24074714
2330,Skeletal Knight,3081122-skeletal-knight,7.0,Enervating Blade,15.5,8.75,2.95804,0.19084129
2331,Skeletal Knight,3081122-skeletal-knight,7.0,Throwing Axe,14.0,10.5,3.2403703,0.23145503
2333,Prisoner 13,3259781-prisoner-13,5.0,Tattooed Strike,12.0,10.5,3.2403703,0.27003086
2335,Clockwork Defender,3276644-clockwork-defender,1.0,Electrified Bite,14.5,11.083333,3.329164,0.22959752
2336,Asteroid Spider,2506147-asteroid-spider,15.0,Bite,32.0,24.5,4.9497476,0.15467961
2337,Fractine,2506153-fractine,9.0,Extradimensional Touch,28.0,23.333334,4.830459,0.17251639
2338,Gadabout,2506154-gadabout,0.125,Branch,3.5,1.25,1.118034,0.31943828
2340,Goon Balloon,2506155-goon-balloon,0.125,Claw,3.5,2.9166667,1.7078252,0.48795003
2342,Puppeteer Parasite,2506151-puppeteer-parasite,3.0,Cling,12.5,8.75,2.95804,0.2366432
2343,Puppeteer Parasite,2506151-puppeteer-parasite,3.0,Consume Life,12.5,8.75,2.95804,0.2366432
2344,Yggdrasti,2506148-yggdrasti,7.0,Root,12.0,5.8333335,2.4152296,0.20126912
2345,Irda Seeker,3086144-irda-seeker,1.0,Crystal Blade,12.5,8.75,2.95804,0.2366432
2346,Nevermind Gnome Inventor,3086274-nevermind-gnome-inventor,2.0,Thunderscream Gadget,21.0,17.5,4.1833,0.19920477
2347,Nevermind Gnome Mastermind,3086290-nevermind-gnome-mastermind,5.0,Clockwork Claw,21.5,14.583333,3.818813,0.17761922
2349,Thanoi Hunter,3086310-thanoi-hunter,1.0,Bone Harpoon,8.5,5.25,2.291288,0.2695633
2350,Thanoi Hunter,3086310-thanoi-hunter,1.0,Tusk,6.5,1.25,1.118034,0.17200524
2352,Traag Draconian,3086326-traag-draconian,5.0,Claw,14.0,10.5,3.2403703,0.23145503
2354,Fire Giant Forgecaller,3731011-fire-giant-forgecaller,18.0,Forge Hammer,24.5,14.583333,3.818813,0.15586992
2355,Fire Giant Forgecaller,3731011-fire-giant-forgecaller,18.0,Heated Rock,43.0,60.5,7.7781744,0.18088779
2356,Fire Giant Forgecaller,3731011-fire-giant-forgecaller,18.0,Magma Wave,72.0,84.0,9.165152,0.12729377
2358,Fire Giant of Evil Fire,3731012-fire-giant-of-evil-fire,10.0,Searing Scepter,26.5,19.25,4.387482,0.16556537
2359,Fire Giant of Evil Fire,3731012-fire-giant-of-evil-fire,10.0,Bolt of Imix,20.5,24.75,4.974937,0.24267986
2361,Bag Jelly,3730989-bag-jelly,1.0,Pseudopod,8.0,5.8333335,2.4152296,0.3019037
2363,Barrowghast,3730990-barrowghast,7.0,Slam,18.0,23.833334,4.8819394,0.27121887
2364,Barrowghast,3730990-barrowghast,7.0,Life Drain,9.5,5.25,2.291288,0.2411882
2366,Cairnwight,3730991-cairnwight,9.0,Slam,22.5,24.75,4.974937,0.22110832
2367,Cairnwight,3730991-cairnwight,9.0,Rock,19.5,15.75,3.968627,0.20351933
2368,Cinder Hulk,3730993-cinder-hulk,7.0,Slam,26.5,25.25,5.0249376,0.1896203
2370,Dust Hulk,3731004-dust-hulk,5.0,Slam,13.0,10.5,3.2403703,0.24925926
2372,Echo of Demogorgon,3731005-echo-of-demogorgon,6.0,Tentacle,22.0,16.333334,4.041452,0.18370236
2374,Ettin Ceremorph,3731006-ettin-ceremorph,8.0,Slam,22.0,21.0,4.582576,0.20829889
2375,Ettin Ceremorph,3731006-ettin-ceremorph,8.0,Tentacles,15.0,16.5,4.0620193,0.27080128
2376,Ettin Ceremorph,3731006-ettin-ceremorph,8.0,Extract Brain,55.0,82.5,9.082951,0.16514456
2377,Ettin Ceremorph,3731006-ettin-ceremorph,8.0,Mind Bolt,17.0,23.833334,4.8819394,0.2871729
2379,Firegaunt,3731014-firegaunt,11.0,Heated Maul,44.5,42.25,6.5,0.14606741
2380,Firegaunt,3731014-firegaunt,11.0,Crimson Rays,68.5,81.75,9.041571,0.13199373
2382,Fire Hellion,3731013-fire-hellion,11.0,Morningstar,31.5,32.25,5.6789083,0.1802828
2384,Flesh Colossus,3731015-flesh-colossus,20.0,Fist,17.5,8.75,2.95804,0.16903085
2386,Frost Giant Ice Shaper,3731019-frost-giant-ice-shaper,17.0,Greataxe,31.5,35.25,5.937171,0.18848161
2387,Frost Giant Ice Shaper,3731019-frost-giant-ice-shaper,17.0,Freezing Ray,17.5,15.75,3.968627,0.22677869
2389,Frost Giant of Evil Water,3731020-frost-giant-of-evil-water,11.0,Battleaxe,29.5,30.583334,5.53022,0.18746509
2390,Frost Giant of Evil Water,3731020-frost-giant-of-evil-water,11.0,Harpoon,14.0,16.5,4.0620193,0.29014423
2392,Frostmourn,3731021-frostmourn,10.0,Freezing Touch,36.0,42.0,6.4807405,0.18002057
2393,Frostmourn,3731021-frostmourn,10.0,Icy Axe,26.5,21.583334,4.645787,0.1753127
2395,Fury of Kostchtchie,3731022-fury-of-kostchtchie,14.0,Fist,27.5,19.25,4.387482,0.15954481
2396,Fury of Kostchtchie,3731022-fury-of-kostchtchie,14.0,Rock,30.0,33.0,5.7445626,0.19148542
2398,Gargantua,3731023-gargantua,21.0,Slam,27.5,35.75,5.9791303,0.21742292
2399,Gargantua,3731023-gargantua,21.0,Rock,24.5,24.75,4.974937,0.20305866
2401,Giant Goose,3731025-giant-goose,3.0,Beak,9.0,5.8333335,2.4152296,0.26835883
2402,Giant Goose,3731025-giant-goose,3.0,Wing,7.5,8.25,2.8722813,0.38297084
2403,Giant Lynx,3731026-giant-lynx,0.5,Claws,8.5,5.25,2.291288,0.2695633
2404,Giant Ox,3731027-giant-ox,3.0,Gore,13.0,5.8333335,2.4152296,0.18578689
2405,Giant Ram,3731028-giant-ram,1.0,Ram,12.5,5.4166665,2.3273733,0.18618986
2406,Giant Ram,3731028-giant-ram,1.0,Force Bolt,7.0,5.8333335,2.4152296,0.34503278
2407,Giant Tick,3731029-giant-tick,2.0,Proboscis,10.0,5.8333335,2.4152296,0.24152295
2408,Giant Tick,3731029-giant-tick,2.0,Blood Drain,17.0,11.666667,3.4156504,0.2009206
2409,Gigant,3731030-gigant,20.0,Mandibles,42.0,23.333334,4.830459,0.115010925
2410,Gigant,3731030-gigant,20.0,Scale Dust,90.0,105.0,10.246951,0.11385501
2411,Goliath Giant-Kin,3731031-goliath-giant-kin,3.0,Spear,8.5,5.25,2.291288,0.2695633
2413,Grinning Cat,3731032-grinning-cat,1.0,Bite,7.5,8.25,2.8722813,0.38297084
2414,Grinning Cat,3731032-grinning-cat,1.0,Claws,9.0,5.8333335,2.4152296,0.26835883
2415,Lightning Hulk,3731034-lightning-hulk,9.0,Arc Lightning,18.0,21.0,4.582576,0.25458753
2416,Maw of Yeenoghu,3731035-maw-of-yeenoghu,10.0,Bite,19.0,23.833334,4.8819394,0.25694418
2417,Maw of Yeenoghu,3731035-maw-of-yeenoghu,10.0,Fang Fling,11.5,8.25,2.8722813,0.2497636
2418,Maw of Yeenoghu,3731035-maw-of-yeenoghu,10.0,Gorging Charge,25.5,35.75,5.9791303,0.2344757
2420,Mist Hulk,3731036-mist-hulk,6.0,Slam,16.0,16.5,4.0620193,0.2538762
2421,Mud Hulk,3731037-mud-hulk,3.0,Enveloping Slam,9.5,11.916667,3.4520526,0.36337397
2422,Rime Hulk,3731039-rime-hulk,5.0,Slam,18.5,18.75,4.3301272,0.23406091
2424,Runic Colossus,3731040-runic-colossus,21.0,Slam,26.5,35.75,5.9791303,0.22562756
2425,Runic Colossus,3731040-runic-colossus,21.0,Stomp,29.0,33.0,5.7445626,0.19808836
2426,Runic Colossus,3731040-runic-colossus,21.0,Arcane Beam,117.0,214.5,14.645819,0.12517793
2428,Spectral Cloud,3731047-spectral-cloud,13.0,Spectral Touch,31.0,24.5,4.9497476,0.15966928
2430,Spotted Lion,3731048-spotted-lion,3.0,Rend,15.0,10.5,3.2403703,0.2160247
2431,Stone Giant of Evil Earth,3731050-stone-giant-of-evil-earth,9.0,Thundering Stone Club,16.5,8.75,2.95804,0.17927514
2432,Stone Giant of Evil Earth,3731050-stone-giant-of-evil-earth,9.0,Boulder,19.5,15.75,3.968627,0.20351933
2434,Stone Giant Rockspeaker,3731051-stone-giant-rockspeaker,16.0,Prism Staff,30.0,24.5,4.9497476,0.16499159
2436,Storm Crab,3731052-storm-crab,11.0,Claw,19.5,15.75,3.968627,0.20351933
2437,Tempest Spirit,3731055-tempest-spirit,15.0,Lightning Fist,25.0,21.0,4.582576,0.18330303
2438,Tempest Spirit,3731055-tempest-spirit,15.0,Hailstone,24.5,14.583333,3.818813,0.15586992
2439,Tempest Spirit,3731055-tempest-spirit,15.0,Death Bolt,87.0,112.5,10.606602,0.12191496
2441,Titanothere,3731056-titanothere,5.0,Stomp,20.5,15.75,3.968627,0.19359156
2442,Death Giant Reaper,3731002-death-giant-reaper,12.0,Scythe,32.5,32.25,5.6789083,0.17473564
2443,Death Giant Reaper,3731002-death-giant-reaper,12.0,Soul Bolt,26.0,33.0,5.7445626,0.22094472
2445,Aerosaur,3730987-aerosaur,10.0,Bite,27.5,35.75,5.9791303,0.21742292
2446,Aerosaur,3730987-aerosaur,10.0,Talons,24.5,24.75,4.974937,0.20305866
2447,Altisaur,3730988-altisaur,13.0,Stomp,33.5,20.416666,4.518481,0.13488002
2448,Ceratops,3730992-ceratops,9.0,Gore,29.0,33.0,5.7445626,0.19808836
2449,Ceratops,3730992-ceratops,9.0,Stomp,29.0,33.0,5.7445626,0.19808836
2451,Regisaur,3731038-regisaur,14.0,Bite,47.0,71.5,8.455768,0.17990994
2452,Regisaur,3731038-regisaur,14.0,Tail,26.0,21.0,4.582576,0.17625292
2453,Fensir Devourer,3731007-fensir-devourer,8.0,Rend,21.5,24.75,4.974937,0.23139243
2454,Fensir Devourer,3731007-fensir-devourer,8.0,Boulder,18.0,23.833334,4.8819394,0.27121887
2456,Fomorian Deep Crawler,3731016-fomorian-deep-crawler,10.0,Slam,22.5,24.75,4.974937,0.22110832
2457,Troll Amalgam,3731057-troll-amalgam,17.0,Rend,25.0,21.0,4.582576,0.18330303
2459,Troll Mutate,3731058-troll-mutate,7.0,Rend,24.0,27.0,5.196152,0.21650635
