Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,AC,adj AC,HP,adj HP,AC adjustments,AB,adj AB,DPR,adj DPR,Save DC
VGtM,215.0,humanoid,medium,legacy,N,5.0,3,1800.0,1.0,0.0,3.0,0.0,2.0,2.0,False,False,False,False,False,False,1,0,3,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,75.0,140.6,[],5.0,5.0,27.5,27.5,13.0
GoS,238.0,monstrosity,huge,legendary,L,14.0,5,11500.0,7.0,0.0,5.0,4.0,2.0,3.0,True,True,True,True,True,False,12,5,10,9,7,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,207.0,310.5,['5 saves'],12.0,12.0,65.0,65.0,18.0
GGtR,210.0,monstrosity,medium,generic,N,1.0,2,200.0,3.0,2.0,2.0,-4.0,1.0,-1.0,False,False,False,False,False,False,3,2,2,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,19.5,19.5,[],5.0,5.0,16.0,16.0,
GGtR,211.0,monstrosity,large,generic,N,6.0,3,2300.0,4.0,2.0,3.0,-4.0,1.0,-1.0,False,False,False,False,False,False,4,2,3,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,136.0,136.0,[],7.0,7.0,34.0,34.0,
GGtR,214.0,humanoid,medium,generic,N,4.0,2,1100.0,3.0,1.0,2.0,1.0,2.0,0.0,False,False,True,False,True,False,3,1,4,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,65.0,80.0,['2 saves'],4.0,4.0,18.666666,18.666666,12.0
GGtR,213.0,humanoid,medium,generic,N,0.5,2,100.0,2.0,1.0,1.0,0.0,0.0,-1.0,False,False,False,False,False,False,2,1,1,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,27.5,27.5,[],4.0,5.0,6.5,6.5,
BGDiA,110.0,humanoid,medium,unique,N,6.0,3,2300.0,5.0,2.0,2.0,1.0,5.0,1.0,False,False,False,False,True,True,5,2,2,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,117.0,117.0,['2 saves'],8.0,8.0,87.333336,87.333336,16.0
MPMotM,169.0,monstrosity,large,generic,N,5.0,3,1800.0,4.0,3.0,3.0,0.0,2.0,0.0,False,False,False,False,False,False,4,3,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,102.0,102.0,[],7.0,8.0,27.333334,27.333334,14.0
MToF,212.0,monstrosity,large,legacy,N,5.0,3,1800.0,4.0,3.0,3.0,0.0,2.0,0.0,False,False,False,False,False,False,4,3,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,102.0,102.0,[],7.0,8.0,27.333334,27.333334,14.0
MPMotM,169.0,monstrosity,medium,generic,N,2.0,2,450.0,2.0,3.0,2.0,-2.0,1.0,-1.0,False,False,False,False,False,False,2,3,2,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],5.0,6.0,13.0,13.0,
MToF,212.0,monstrosity,medium,legacy,N,2.0,2,450.0,2.0,3.0,2.0,-2.0,1.0,-1.0,False,False,False,False,False,False,2,3,2,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],5.0,6.0,13.0,13.0,
MPMotM,168.0,monstrosity,small,generic,N,0.125,2,25.0,1.0,3.0,1.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1,3,1,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,9.0,[],5.0,6.0,5.5,5.5,
MToF,211.0,monstrosity,small,legacy,N,0.125,2,25.0,1.0,3.0,1.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1,3,1,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,9.0,[],5.0,6.0,5.5,5.5,
MM,199.0,humanoid,medium,generic,N,0.25,2,50.0,1.0,0.0,0.0,0.0,0.0,-1.0,False,False,False,False,False,False,1,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,18.0,18.0,[],3.0,3.0,4.5,4.5,
MM,200.0,humanoid,medium,generic,N,6.0,3,2300.0,3.0,2.0,3.0,1.0,3.0,2.0,False,False,False,False,False,False,3,2,3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,97.5,97.5,['sanctuary'],6.0,6.0,70.666664,70.666664,14.0
MM,198.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,0.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,2,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,65.0,65.0,[],6.0,6.0,21.0,21.0,
MM,200.0,humanoid,medium,generic,N,1.0,2,200.0,2.0,0.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,2,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,65.0,65.0,[],4.0,4.0,9.0,9.0,
GoS,240.0,humanoid,medium,unique,N,1.0,2,200.0,2.0,3.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,2,3,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,27.5,27.5,[],4.0,4.0,12.0,12.0,
ERftLW,297.0,undead,medium,unique,L,22.0,7,41000.0,3.0,3.0,5.0,8.0,5.0,7.0,False,False,True,True,True,False,3,3,12,15,12,7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0,23.0,199.5,361.3,"['3 saves', 'magic resistance', 'shield', 'counterspell']",15.0,15.0,204.0,204.0,23.0
WDH,207.0,humanoid,medium,unique,N,17.0,6,18000.0,1.0,3.0,5.0,5.0,5.0,4.0,False,False,False,True,True,False,1,3,5,11,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,25.0,228.0,228.0,"['2 saves', 'magic resistance', 'shield', 'counterspell']",13.0,13.0,89.333336,89.333336,21.0
MM,201.0,monstrosity,large,generic,N,4.0,2,1100.0,3.0,1.0,2.0,2.0,2.0,3.0,False,False,False,False,False,False,3,1,2,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,97.5,97.5,[],5.0,5.0,19.0,19.0,13.0
MOoT,235.0,fey,medium,generic,N,3.0,2,700.0,1.0,1.0,2.0,0.0,1.0,4.0,False,False,False,False,False,False,1,1,2,0,1,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,17.0,52.0,52.0,['magic resistance'],6.0,6.0,18.0,18.0,
HotDQ,91.0,humanoid,medium,unique,N,4.0,2,1100.0,4.0,1.0,3.0,0.0,2.0,1.0,True,False,True,False,False,False,6,1,5,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,57.0,57.0,['2 saves'],6.0,7.0,36.666668,36.666668,13.0
WDotMM,313.0,humanoid,medium,generic,N,3.0,2,700.0,4.0,1.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,4,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,60.0,120.0,[],6.0,6.0,18.0,18.0,
GGtR,228.0,humanoid,medium,generic,N,6.0,3,2300.0,1.0,1.0,2.0,3.0,2.0,1.0,False,False,False,True,True,False,1,1,2,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,84.5,84.5,"['2 saves', 'shield']",6.0,6.0,11.0,11.0,14.0
GGtR,232.0,monstrosity,medium,unique,L,17.0,6,18000.0,3.0,7.0,4.0,6.0,5.0,6.0,False,True,False,True,True,True,3,13,4,12,11,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,20.0,204.0,294.0,['4 saves'],13.0,13.0,120.0,120.0,20.0
MOoT,232.0,humanoid,medium,generic,N,5.0,3,1800.0,2.0,4.0,3.0,1.0,3.0,0.0,False,True,False,False,True,False,2,7,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,67.5,67.5,"['2 saves', 'evasion', 'shield']",7.0,7.0,54.0,54.0,
DSotDQ,195.0,undead,large,generic,N,10.0,4,5900.0,5.0,0.0,4.0,-3.0,0.0,-3.0,False,True,False,False,True,False,5,4,4,-3,4,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,199.5,199.5,['2 saves'],,,,,
MPMotM,170.0,monstrosity,large,generic,N,3.0,2,700.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4,2,2,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,67.5,67.5,['stench'],6.0,6.0,19.5,19.5,
TftYP,239.0,monstrosity,large,legacy,N,3.0,2,700.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4,2,2,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,67.5,67.5,[],6.0,6.0,19.5,19.5,
VGtM,169.0,monstrosity,large,legacy,N,3.0,2,700.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4,2,2,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,67.5,67.5,[],6.0,6.0,19.5,25.0,
MPMotM,171.0,elemental,gargantuan,legendary,L,20.0,6,25000.0,8.0,7.0,10.0,-4.0,4.0,3.0,False,False,False,False,True,True,8,7,10,-4,10,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,17.0,328.0,418.0,['2 saves'],14.0,14.0,106.666664,106.666664,24.0
MToF,198.0,elemental,gargantuan,legacy,L,20.0,6,25000.0,10.0,7.0,10.0,-4.0,4.0,3.0,False,False,False,False,True,True,10,7,10,-4,10,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,17.0,328.0,418.0,['2 saves'],16.0,16.0,82.666664,109.666664,24.0
ToA,227.0,humanoid,medium,unique,N,4.0,2,1100.0,3.0,1.0,2.0,2.0,2.0,3.0,False,False,True,False,True,False,3,1,4,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,84.5,84.5,"['2 saves', 'shield']",5.0,5.0,31.0,31.0,
MM,202.0,undead,medium,generic,N,21.0,7,33000.0,0.0,3.0,3.0,5.0,2.0,3.0,False,False,True,True,True,False,0,3,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,24.0,135.0,281.3,"['3 saves', 'shield', 'counterspell']",12.0,12.0,145.0,145.0,20.0
GGtR,198.0,undead,medium,legendary,L,14.0,5,11500.0,0.0,3.0,2.0,4.0,3.0,2.0,False,False,True,True,True,False,0,3,7,9,8,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,97.5,260.6,['3 saves'],9.0,9.0,96.333336,96.333336,17.0
CM,223.0,undead,medium,legendary,LL,18.0,6,20000.0,0.0,3.0,3.0,2.0,5.0,3.0,False,False,True,True,True,True,0,3,9,8,11,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,22.0,225.0,315.0,['4 saves'],9.0,9.0,122.5,122.5,19.0
CRCotN,200.0,aberration,medium,generic,N,6.0,3,2300.0,4.0,4.0,4.0,-4.0,0.0,-4.0,False,False,False,False,False,False,4,4,4,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,119.0,119.0,[],7.0,7.0,59.333332,59.333332,15.0
MM,331.0,beast,large,generic,N,1.0,2,200.0,3.0,2.0,1.0,-4.0,1.0,-1.0,False,False,False,False,False,False,3,2,1,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,26.0,26.0,[],5.0,6.0,9.666667,9.666667,
FToD,207.0,monstrosity,large,generic,N,7.0,3,2900.0,4.0,2.0,3.0,-2.0,1.0,1.0,False,False,False,False,False,False,4,2,3,-2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,119.0,238.0,[],7.0,8.0,24.666666,24.666666,14.0
IDRotF,298.0,construct,large,generic,N,4.0,2,1100.0,8.0,0.0,5.0,-5.0,0.0,-5.0,False,True,False,False,True,False,8,2,5,-5,2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,22.0,52.5,52.5,"['2 saves', 'magic resistance']",10.0,10.0,26.0,26.0,
IDRotF,299.0,construct,small,generic,N,8.0,3,3900.0,0.0,3.0,4.0,-2.0,0.0,-4.0,False,False,False,False,False,False,0,3,4,-2,0,-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,16.0,67.5,135.0,['magic resistance'],6.0,11.0,52.0,52.0,
ERftLW,298.0,construct,medium,generic,N,1.0,2,200.0,0.0,1.0,3.0,-4.0,-2.0,-2.0,False,False,False,False,False,False,0,1,3,-4,-2,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,17.0,15.0,30.0,['magic resistance'],5.0,5.0,10.0,10.0,13.0
ERftLW,299.0,construct,large,generic,N,7.0,3,2900.0,0.0,2.0,5.0,-4.0,0.0,-2.0,False,False,False,False,False,False,0,2,5,-4,0,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,17.0,73.5,109.5,['magic resistance'],8.0,8.0,58.666668,58.666668,16.0
WBtW,238.0,construct,tiny,generic,N,2.0,2,450.0,-4.0,0.0,1.0,0.0,0.0,-2.0,False,False,False,True,True,True,-4,0,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,13.0,28.0,55.0,['3 saves'],2.0,2.0,17.666666,17.666666,11.0
GoS,241.0,construct,medium,unique,N,5.0,3,1800.0,3.0,2.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,3,2,4,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,102.0,102.0,[],6.0,6.0,26.0,26.0,13.0
ERftLW,299.0,construct,large,generic,N,5.0,3,1800.0,0.0,2.0,4.0,-4.0,0.0,-2.0,False,False,False,False,False,False,0,2,4,-4,0,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,17.0,57.0,85.5,['magic resistance'],7.0,7.0,46.666668,46.666668,15.0
MM,204.0,humanoid,medium,generic,N,0.5,2,100.0,2.0,0.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2,0,1,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,22.0,22.0,[],4.0,4.0,10.0,10.0,
GoS,241.0,humanoid,medium,generic,N,0.25,2,50.0,2.0,0.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2,0,1,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,16.5,16.5,[],4.0,4.0,5.0,5.0,
MM,205.0,humanoid,medium,generic,N,4.0,2,1100.0,3.0,1.0,2.0,0.0,0.0,2.0,False,False,True,False,True,False,3,1,4,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,78.0,108.0,['2 saves'],5.0,5.0,24.0,24.0,
GoS,241.0,humanoid,large,generic,N,3.0,2,700.0,3.0,0.0,2.0,-2.0,1.0,-2.0,False,False,False,False,False,False,3,0,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,52.5,52.5,[],5.0,9.0,21.333334,21.333334,
GoS,242.0,humanoid,medium,generic,N,1.0,2,200.0,2.0,0.0,2.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2,0,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,32.5,47.5,[],4.0,4.0,11.0,11.0,
MM,205.0,humanoid,medium,generic,N,2.0,2,450.0,2.0,0.0,1.0,0.0,2.0,-1.0,False,False,False,False,False,False,2,0,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,27.5,27.5,[],4.0,4.0,20.166666,20.166666,12.0
GoS,242.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,0.0,2.0,0.0,3.0,1.0,False,False,False,False,True,False,2,0,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,52.0,52.0,['1 saves'],5.0,5.0,21.333334,21.333334,13.0
GGtR,170.0,construct,large,generic,N,1.0,2,200.0,4.0,0.0,1.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,4,0,1,-5,-4,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],6.0,6.0,7.0,7.0,
GoS,243.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,22.0,22.0,['1 saves'],3.0,3.0,10.0,10.0,
GoS,243.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,2.0,1.0,0.0,2.0,0.0,False,True,False,False,True,False,1,4,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,33.0,33.0,['2 saves'],4.0,4.0,22.0,22.0,
DSotDQ,205.0,humanoid,medium,unique,N,12.0,4,8400.0,-1.0,2.0,1.0,5.0,2.0,0.0,False,False,True,False,True,False,-1,2,5,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,137.5,137.5,['2 saves'],,,,,
MPMotM,223.0,monstrosity,medium,generic,N,9.0,4,5000.0,3.0,1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,3,1,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,112.5,168.8,[],7.0,11.0,51.0,61.5,15.0
MToF,232.0,monstrosity,medium,legacy,N,9.0,4,5000.0,3.0,1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,3,1,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,112.5,168.8,[],7.0,11.0,51.0,61.5,15.0
DSotDQ,206.0,undead,medium,unique,L,19.0,6,22000.0,6.0,0.0,5.0,1.0,3.0,5.0,False,True,False,False,True,True,6,6,5,1,9,11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,228.0,228.0,"['3 saves', 'magic resistance']",,,,,
SaCoC,197.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,2.0,1.0,2.0,1.0,0.0,False,False,True,True,False,False,0,2,3,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,33.0,33.0,['2 saves'],4.0,4.0,22.0,22.0,12.0
SaCoC,197.0,humanoid,medium,generic,N,4.0,2,1100.0,0.0,3.0,1.0,3.0,1.0,0.0,False,False,True,True,False,False,0,3,3,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,60.5,74.5,['2 saves'],5.0,5.0,38.0,41.333332,13.0
SaCoC,198.0,humanoid,medium,generic,N,7.0,3,2900.0,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0,2,5,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,110.5,110.5,['4 saves'],7.0,9.0,39.0,39.0,15.0
SaCoC,198.0,humanoid,medium,generic,N,7.0,3,2900.0,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0,2,5,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,104.0,134.0,['4 saves'],7.0,9.0,26.0,26.0,15.0
MPMotM,224.0,monstrosity,medium,generic,N,7.0,3,2900.0,3.0,1.0,2.0,-2.0,-2.0,-3.0,False,False,False,False,False,False,3,1,2,-2,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,78.0,117.0,[],6.0,6.0,45.0,72.0,
MToF,233.0,monstrosity,medium,legacy,N,7.0,3,2900.0,3.0,1.0,2.0,-2.0,-2.0,-3.0,False,False,False,False,False,False,3,1,2,-2,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,78.0,117.0,[],6.0,6.0,45.0,72.0,
VRGtR,237.0,monstrosity,medium,legendary,L,13.0,5,10000.0,4.0,4.0,4.0,2.0,3.0,3.0,False,True,True,False,False,True,4,9,9,2,3,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,170.0,260.0,['3 saves'],9.0,13.0,75.0,75.0,
SAiS:BAM,35.0,dragon,medium,generic,N,2.0,2,450.0,2.0,1.0,3.0,-2.0,0.0,-1.0,False,False,True,False,True,False,2,1,5,-2,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,37.5,37.5,['2 saves'],,,,,
SAiS:BAM,34.0,dragon,huge,legendary,L,13.0,5,10000.0,6.0,1.0,5.0,0.0,1.0,2.0,False,False,True,False,True,False,6,1,10,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,172.5,172.5,['2 saves'],,,,,
SAiS:BAM,32.0,dragon,gargantuan,legendary,L,19.0,6,22000.0,8.0,1.0,7.0,1.0,2.0,3.0,False,False,True,False,True,False,8,1,13,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,297.5,297.5,['2 saves'],,,,,
SAiS:BAM,35.0,dragon,large,generic,N,7.0,3,2900.0,4.0,1.0,4.0,-1.0,0.0,1.0,False,False,True,False,True,False,4,1,7,-1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,123.5,123.5,['2 saves'],,,,,
CoS,233.0,humanoid,medium,unique,N,10.0,4,5900.0,-1.0,0.0,1.0,3.0,5.0,4.0,False,False,False,False,False,False,-1,0,1,3,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,88.0,176.0,[],9.0,9.0,98.333336,98.333336,17.0
WDotMM,96.0,construct,large,unique,N,2.0,2,450.0,2.0,2.0,0.0,0.0,0.0,-2.0,False,False,False,False,False,False,2,2,0,0,0,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,55.0,55.0,[],4.0,4.0,9.0,9.0,
SKT,241.0,elemental,gargantuan,legendary,L,23.0,7,50000.0,5.0,6.0,5.0,0.0,0.0,4.0,False,False,True,False,True,True,5,6,12,0,7,11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,20.0,341.0,341.0,"['3 saves', 'magic resistance']",12.0,12.0,324.5,324.5,19.0
