Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Nabassu,MPMotM,188.0,fiend,generic,N,15.0,5,13000.0,190.0,18.0,261.9,20.0,11.0,11.0,79.5,79.5
Nabassu,MToF,135.0,fiend,legacy,N,15.0,5,13000.0,190.0,18.0,286.3,20.0,11.0,11.0,62.0,62.0
Naergoth Bladelord,RoT,90.0,undead,unique,N,11.0,4,7200.0,135.0,18.0,168.8,18.0,9.0,9.0,60.0,60.0
Nafas,QftIS,210.0,elemental,unique,LL,23.0,7,50000.0,350.0,19.0,500.0,23.0,13.0,13.0,174.33333,174.33333
Nafik,QftIS,212.0,undead,unique,L,6.0,3,2300.0,82.5,13.0,183.8,15.0,7.0,7.0,36.0,36.0
"Naga, Bone",MM,233.0,undead,generic,N,4.0,2,1100.0,58.5,15.0,58.5,15.0,5.0,5.0,44.0,44.0
"Naga, Guardian",MM,234.0,monstrosity,generic,N,10.0,4,5900.0,127.5,18.0,127.5,18.0,8.0,8.0,84.0,84.0
"Naga, Spirit",MM,234.0,monstrosity,generic,N,8.0,3,3900.0,75.0,15.0,75.0,17.0,6.0,6.0,70.0,70.0
Nagpa,MPMotM,189.0,monstrosity,generic,N,17.0,6,18000.0,203.5,19.0,203.5,21.0,12.0,12.0,113.333336,131.66667
Nagpa,MToF,215.0,humanoid,legacy,N,17.0,6,18000.0,187.0,19.0,247.0,21.0,12.0,12.0,105.0,105.0
Naiad,MOoT,236.0,fey,generic,N,2.0,2,450.0,31.5,15.0,31.5,17.0,6.0,6.0,18.0,18.0
Nalfeshnee,MM,62.0,fiend,generic,N,13.0,5,10000.0,184.0,18.0,230.0,22.0,10.0,10.0,62.0,62.0
Narrak,OotA,232.0,humanoid,unique,N,2.0,2,450.0,40.5,15.0,50.0,17.0,5.0,5.0,21.333334,21.333334
Narzugon,MPMotM,190.0,fiend,generic,N,13.0,5,10000.0,112.5,20.0,265.6,24.0,10.0,10.0,56.0,56.0
Narzugon,MToF,167.0,fiend,legacy,N,13.0,5,10000.0,112.5,20.0,265.6,24.0,10.0,10.0,56.0,56.0
Nass Lantomir's Ghost,IDRotF,276.0,undead,unique,N,6.0,3,2300.0,45.0,11.0,112.5,11.0,6.0,6.0,36.0,36.0
Necrichor,VRGtR,238.0,undead,generic,N,7.0,3,2900.0,67.5,12.0,215.0,14.0,5.0,5.0,24.0,46.5
Necromite of Myrkul,BGDiA,234.0,humanoid,generic,N,0.5,2,100.0,13.0,11.0,13.0,11.0,5.0,5.0,8.0,8.0
Neh-thalggu,SAiS:BAM,39.0,aberration,generic,N,4.0,2,1100.0,95.0,14.0,95.0,14.0,4.0,4.0,26.333334,26.333334
Neogi,MPMotM,192.0,aberration,generic,N,3.0,2,700.0,33.0,15.0,43.0,17.0,5.0,5.0,36.5,36.5
Neogi,VGtM,180.0,aberration,legacy,N,3.0,2,700.0,33.0,15.0,33.0,17.0,5.0,5.0,28.5,28.5
Neogi Hatchling,MPMotM,191.0,aberration,generic,N,0.125,2,25.0,7.5,11.0,7.5,13.0,3.0,3.0,7.0,7.0
Neogi Hatchling,VGtM,179.0,aberration,legacy,N,0.125,2,25.0,7.5,11.0,7.5,13.0,3.0,3.0,10.5,10.5
Neogi Hatchling Swarm,SAiS:BAM,40.0,aberration,generic,N,3.0,2,700.0,52.0,11.0,104.0,11.0,3.0,3.0,16.75,16.75
Neogi Master,MPMotM,192.0,aberration,generic,N,4.0,2,1100.0,71.5,15.0,81.5,17.0,6.0,6.0,28.5,28.5
Neogi Master,VGtM,180.0,aberration,legacy,N,4.0,2,1100.0,71.5,15.0,71.5,20.0,5.0,5.0,28.5,28.5
Neogi Pirate,SAiS:BAM,41.0,aberration,generic,N,3.0,2,700.0,33.0,16.0,33.0,17.0,4.0,4.0,33.5,33.5
Neogi Void Hunter,SAiS:BAM,41.0,aberration,generic,N,4.0,2,1100.0,58.5,14.0,76.5,14.0,6.0,6.0,41.0,47.0
Neothelid,MPMotM,193.0,aberration,generic,N,13.0,5,10000.0,232.5,16.0,232.5,20.0,13.0,13.0,45.0,66.0
Neothelid,VGtM,181.0,aberration,legacy,N,13.0,5,10000.0,325.5,16.0,325.5,20.0,13.0,13.0,46.666668,81.666664
Nereid,TftYP,240.0,fey,unique,N,2.0,2,450.0,44.0,13.0,44.0,18.0,5.0,10.0,18.666666,18.666666
Nergaliid,EGtW,296.0,fiend,generic,N,3.0,2,700.0,42.0,12.0,126.0,16.0,6.0,6.0,11.333333,11.333333
Neronvain,RoT,91.0,humanoid,unique,N,9.0,4,5000.0,117.0,17.0,117.0,17.0,7.0,7.0,40.0,40.0
Night Blade,BGDiA,233.0,humanoid,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,8.0,8.0
Night Scavver,SAiS:BAM,49.0,monstrosity,generic,N,5.0,3,1800.0,114.0,14.0,114.0,14.0,8.0,8.0,27.0,27.0
Nightmare,MM,235.0,fiend,generic,N,3.0,2,700.0,68.0,13.0,68.0,13.0,6.0,6.0,20.0,20.0
Nightmare Shepherd,MOoT,221.0,fiend,generic,N,11.0,4,7200.0,133.0,18.0,226.3,20.0,8.0,8.0,79.0,79.0
Nightwalker,MPMotM,194.0,undead,generic,N,20.0,6,25000.0,337.5,14.0,446.9,14.0,12.0,12.0,60.5,102.5
Nightwalker,MToF,216.0,undead,legacy,N,20.0,6,25000.0,297.0,14.0,396.3,14.0,12.0,14.0,55.333332,83.333336
Nilbog,MPMotM,195.0,fey,generic,N,1.0,2,200.0,7.0,13.0,46.5,17.0,4.0,8.0,5.5,5.5
Nilbog,VGtM,182.0,humanoid,legacy,N,1.0,2,200.0,7.0,13.0,46.5,17.0,4.0,8.0,5.5,5.5
Nimblewright,WDH,212.0,construct,generic,N,4.0,2,1100.0,45.0,18.0,45.0,21.0,6.0,6.0,22.0,22.0
Nine-Fingers Keene,BGDiA,170.0,humanoid,unique,N,5.0,3,1800.0,84.5,15.0,99.5,17.0,7.0,9.0,36.0,36.0
Nintra Siotta,CM,197.0,fey,unique,LL,16.0,5,15000.0,306.0,17.0,396.0,19.0,12.0,12.0,62.666668,62.666668
Niv-Mizzet,GGtR,214.0,dragon,unique,L,26.0,8,90000.0,370.5,22.0,575.6,31.0,17.0,17.0,186.66667,186.66667
Noble,MM,348.0,humanoid,generic,N,0.125,2,25.0,9.0,15.0,9.0,16.0,3.0,3.0,5.5,5.5
Nonaton Modron,PAitM:MPP,38.0,construct,generic,N,10.0,4,5900.0,161.5,16.0,161.5,16.0,8.0,8.0,81.0,81.0
Nosferatu,VRGtR,239.0,undead,generic,N,8.0,3,3900.0,85.5,17.0,148.5,19.0,8.0,8.0,39.5,39.5
Nothic,MM,236.0,aberration,generic,N,2.0,2,450.0,45.0,15.0,45.0,15.0,4.0,4.0,12.0,12.0
Nupperibo,BGDiA,239.0,fiend,generic,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,10.0,10.0
Nupperibo,MPMotM,196.0,fiend,generic,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,6.5,16.5
Nupperibo,MToF,168.0,fiend,legacy,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,6.5,11.5
Nycaloth,MM,314.0,fiend,generic,N,9.0,4,5000.0,123.5,18.0,185.3,20.0,9.0,9.0,44.0,44.0
Nyx-Fleece Ram,MOoT,233.0,monstrosity,generic,N,1.0,2,200.0,27.5,14.0,27.5,16.0,5.0,5.0,12.666667,12.666667
Oblex Spawn,MPMotM,197.0,ooze,generic,N,0.25,2,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0
Oblex Spawn,MToF,217.0,ooze,legacy,N,0.25,2,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0
"Oblex, Adult",MPMotM,198.0,ooze,generic,N,5.0,3,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,54.0,54.0
"Oblex, Adult",MToF,218.0,ooze,legacy,N,5.0,3,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,30.0,30.0
"Oblex, Elder",MPMotM,199.0,ooze,generic,N,10.0,4,5900.0,115.0,16.0,115.0,16.0,7.0,7.0,106.0,106.0
Occult Extollant,CRCotN,204.0,humanoid,generic,N,6.0,3,2300.0,91.0,15.0,91.0,15.0,7.0,7.0,57.5,57.5
Occult Initiate,CRCotN,205.0,humanoid,generic,N,2.0,2,450.0,66.0,15.0,66.0,15.0,4.0,4.0,15.333333,15.333333
Occult Silvertongue,CRCotN,205.0,humanoid,generic,N,8.0,3,3900.0,127.5,16.0,127.5,18.0,8.0,8.0,55.0,55.0
Oceanus,GoS,246.0,humanoid,unique,N,0.5,2,100.0,30.0,12.0,30.0,12.0,4.0,4.0,6.0,6.0
Ochre Jelly,MM,243.0,ooze,generic,N,2.0,2,450.0,45.0,8.0,45.0,8.0,4.0,4.0,12.5,12.5
Octon Modron,PAitM:MPP,40.0,construct,generic,N,11.0,4,7200.0,187.0,18.0,187.0,20.0,8.0,8.0,70.5,70.5
"Octopus, Giant",MM,326.0,beast,generic,N,1.0,2,200.0,52.0,11.0,52.0,11.0,5.0,5.0,10.0,10.0
Oculorb,PaBTSO,214.0,aberration,generic,N,9.0,4,5000.0,127.5,13.0,127.5,19.0,8.0,8.0,68.5,68.5
Oddlewin,TBoMT,111.0,fey,unique,N,2.0,2,450.0,21.0,13.0,112.5,13.0,11.0,11.0,10.0,10.0
Ogre,MM,237.0,giant,generic,N,2.0,2,450.0,59.5,11.0,59.5,11.0,6.0,6.0,13.0,13.0
Ogre,MM,237.0,giant,generic,N,2.0,2,450.0,68.0,11.0,68.0,11.0,6.0,6.0,13.0,13.0
Ogre Battering Ram,MPMotM,200.0,giant,generic,N,4.0,2,1100.0,76.5,11.0,76.5,11.0,6.0,6.0,45.0,45.0
Ogre Battering Ram,MToF,220.0,giant,legacy,N,4.0,2,1100.0,59.5,14.0,59.5,18.0,6.0,10.0,31.5,31.5
Ogre Bolt Launcher,MPMotM,200.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.5,17.5
Ogre Bolt Launcher,MToF,220.0,giant,legacy,N,2.0,2,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.5,17.5
Ogre Chain Brute,MPMotM,201.0,giant,generic,N,3.0,2,700.0,59.5,11.0,73.5,11.0,6.0,6.0,15.666667,15.666667
Ogre Chain Brute,MToF,221.0,giant,legacy,N,3.0,2,700.0,59.5,11.0,73.5,11.0,6.0,6.0,15.666667,15.666667
Ogre Howdah,MPMotM,201.0,giant,generic,N,2.0,2,450.0,59.5,15.0,59.5,15.0,6.0,6.0,11.0,11.0
Ogre Howdah,MToF,221.0,giant,legacy,N,2.0,2,450.0,59.5,13.0,59.5,13.0,6.0,6.0,11.0,11.0
Ogre Zombie,MM,316.0,undead,generic,N,2.0,2,450.0,85.5,8.0,85.5,8.0,6.0,6.0,13.0,13.0
Ogremoch,PotA,216.0,elemental,unique,LL,20.0,6,25000.0,526.5,20.0,616.5,26.0,14.0,18.0,78.0,78.0
Oinoloth,MPMotM,202.0,fiend,generic,N,12.0,4,8400.0,119.0,17.0,148.8,23.0,8.0,12.0,73.0,87.0
Oinoloth,MToF,251.0,fiend,legacy,N,12.0,4,8400.0,126.0,17.0,195.0,19.0,8.0,8.0,73.0,87.0
Olhydra,PotA,218.0,elemental,unique,LL,18.0,6,20000.0,324.0,18.0,517.5,22.0,11.0,11.0,135.0,135.0
One-Eyed Shiver,PotA,207.0,humanoid,generic,N,3.0,2,700.0,49.5,15.0,49.5,15.0,5.0,5.0,42.666668,42.666668
Oni,MM,239.0,giant,generic,N,7.0,3,2900.0,110.5,16.0,140.5,18.0,7.0,7.0,44.0,44.0
Ooze Master,TftYP,241.0,undead,unique,N,10.0,4,5900.0,138.0,9.0,276.0,9.0,7.0,7.0,78.0,78.0
Oracle,MOoT,238.0,humanoid,generic,N,4.0,2,1100.0,44.0,15.0,44.0,15.0,5.0,9.0,23.0,23.0
Oracle of Strixhaven,SACoC,200.0,humanoid,unique,L,15.0,5,13000.0,150.0,15.0,240.0,17.0,10.0,10.0,93.333336,93.333336
Orc,MM,246.0,humanoid,generic,N,0.5,2,100.0,15.0,13.0,15.0,13.0,5.0,5.0,11.0,11.0
Orc Blade of Ilneval,VGtM,183.0,humanoid,generic,N,4.0,2,1100.0,60.0,18.0,60.0,18.0,5.0,5.0,41.0,41.0
Orc Claw of Luthic,VGtM,183.0,humanoid,generic,N,2.0,2,450.0,45.0,14.0,45.0,14.0,4.0,4.0,24.0,24.0
Orc Eye of Gruumsh,MM,247.0,humanoid,generic,N,2.0,2,450.0,45.0,16.0,45.0,16.0,5.0,5.0,11.0,11.0
Orc Hand of Yurtrus,VGtM,184.0,humanoid,generic,N,2.0,2,450.0,30.0,12.0,30.0,12.0,4.0,4.0,25.0,25.0
Orc Nurtured One of Yurtrus,VGtM,184.0,humanoid,generic,N,0.5,2,100.0,30.0,9.0,30.0,9.0,4.0,4.0,16.333334,18.333334
Orc Red Fang of Shargaas,VGtM,185.0,humanoid,generic,N,3.0,2,700.0,52.0,15.0,52.0,15.0,5.0,5.0,33.333332,33.333332
Orc War Chief,MM,246.0,humanoid,generic,N,4.0,2,1100.0,93.5,16.0,93.5,18.0,6.0,6.0,32.0,32.0
Orcus,MPMotM,204.0,fiend,unique,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,204.0,220.66667
Orcus,MToF,153.0,fiend,legacy,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,160.5,177.16667
Orcus,OotA,245.0,fiend,unique,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,218.33333,218.33333
Oread,MOoT,237.0,fey,generic,N,4.0,2,1100.0,49.5,16.0,49.5,18.0,6.0,6.0,25.666666,25.666666
Oreioth,PotA,211.0,humanoid,unique,N,2.0,2,450.0,39.0,14.0,50.0,14.0,5.0,5.0,25.5,25.5
Oriq Blood Mage,SACoC,201.0,humanoid,generic,N,9.0,4,5000.0,127.5,16.0,167.5,18.0,9.0,9.0,65.666664,65.666664
Oriq Recruiter,SACoC,202.0,humanoid,generic,N,4.0,2,1100.0,55.0,16.0,55.0,18.0,6.0,6.0,43.0,43.0
Orog,MM,247.0,humanoid,generic,N,2.0,2,450.0,42.5,18.0,42.5,18.0,6.0,6.0,20.0,20.0
Orthon,MPMotM,205.0,fiend,generic,N,10.0,4,5900.0,105.0,17.0,187.5,22.0,10.0,11.0,37.333332,49.333332
Orthon,MToF,169.0,fiend,legacy,N,10.0,4,5900.0,105.0,17.0,187.5,23.0,10.0,12.0,38.666668,50.666668
Orzhov Giant,GGtR,202.0,giant,generic,N,6.0,3,2300.0,84.0,18.0,84.0,18.0,9.0,11.0,50.0,50.0
Otherworldly Corrupter,TBoMT,47.0,aberration,legendary,L,17.0,6,18000.0,217.5,19.0,352.5,19.0,12.0,12.0,109.5,131.5
Otherworldly Corrupter,TBoMT,47.0,aberration,legendary,LL,18.0,6,20000.0,217.5,19.0,352.5,19.0,12.0,12.0,128.16667,150.16667
Otto,WDotMM,96.0,dragon,unique,N,3.0,2,700.0,104.0,15.0,104.0,19.0,7.0,7.0,11.0,11.0
Otyugh,MM,248.0,aberration,generic,N,5.0,3,1800.0,114.0,14.0,114.0,14.0,6.0,6.0,34.0,34.0
Otyugh Mutate,PaBTSO,213.0,aberration,generic,N,6.0,3,2300.0,76.0,16.0,106.0,16.0,7.0,7.0,29.5,33.0
Owlbear,MM,249.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.5,13.0,7.0,7.0,24.0,24.0
"Owlbear, Snowy",IDRotF,309.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.5,13.0,7.0,7.0,24.0,24.0
Ox,MPMotM,72.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
Ox,VGtM,208.0,beast,legacy,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
Panther,MM,333.0,beast,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,4.0,7.0,7.0
Pari,JttRC,167.0,celestial,generic,N,13.0,5,10000.0,180.5,16.0,225.6,20.0,10.0,10.0,67.5,67.5
Pazrodine,TBoMT,113.0,dragon,unique,L,21.0,7,33000.0,330.0,20.0,420.0,22.0,13.0,13.0,107.833336,107.833336
Pazrodine,TBoMT,113.0,dragon,unique,LL,22.0,7,41000.0,330.0,20.0,420.0,22.0,13.0,13.0,107.833336,122.166664
Pech,QftIS,213.0,elemental,generic,N,4.0,2,1100.0,82.5,17.0,82.5,19.0,6.0,6.0,22.0,22.0
Pegasus,MM,250.0,celestial,generic,N,2.0,2,450.0,59.5,12.0,59.5,12.0,6.0,6.0,11.0,11.0
Pentadrone,MM,226.0,construct,generic,N,2.0,2,450.0,32.5,16.0,32.5,16.0,4.0,4.0,25.0,25.0
Peryton,MM,251.0,monstrosity,generic,N,2.0,2,450.0,33.0,13.0,33.0,13.0,5.0,5.0,24.0,24.0
"Peryton, Monstrous",GoS,245.0,monstrosity,unique,L,11.0,4,7200.0,144.5,14.0,234.5,16.0,9.0,9.0,76.0,76.0
Pest Mascot,SACoC,203.0,monstrosity,generic,N,0.25,2,50.0,22.0,13.0,37.0,13.0,4.0,4.0,4.5,4.5
Phantom Warrior,CoS,235.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,16.0,5.0,5.0,14.0,14.0
Pharblex Splattergoo,HotDQ,91.0,humanoid,unique,N,3.0,2,700.0,59.5,15.0,59.5,15.0,5.0,5.0,36.0,36.0
Phase Spider,MM,334.0,monstrosity,generic,N,3.0,2,700.0,32.5,13.0,65.0,13.0,4.0,4.0,25.0,25.0
Phisarazu Spyder-Fiend,VEoR,235.0,fiend,generic,N,13.0,5,10000.0,170.0,17.0,212.5,21.0,9.0,9.0,60.666668,78.666664
Phoenix,MPMotM,206.0,elemental,legendary,L,16.0,5,15000.0,175.0,18.0,331.3,18.0,13.0,13.0,91.666664,102.666664
Phoenix,MToF,199.0,elemental,legacy,L,16.0,5,15000.0,175.0,18.0,331.3,18.0,13.0,13.0,91.666664,124.666664
Phylaskia,MOoT,239.0,undead,generic,N,9.0,4,5000.0,104.5,18.0,118.5,18.0,9.0,9.0,66.0,66.0
Pidlwick II,CoS,236.0,construct,unique,N,0.25,2,50.0,10.5,14.0,10.5,14.0,4.0,5.0,4.0,4.0
Piercer,MM,252.0,monstrosity,generic,N,0.5,2,100.0,22.5,15.0,12.5,15.0,3.0,3.0,7.0,7.0
Pirate Bosun,GoS,247.0,humanoid,generic,N,0.5,2,100.0,27.5,12.0,27.5,12.0,5.0,5.0,7.0,7.0
Pirate Captain,GoS,247.0,humanoid,generic,N,2.0,2,450.0,45.5,14.0,45.5,14.0,5.0,6.0,14.0,14.0
Pirate Deck Wizard,GoS,248.0,humanoid,generic,N,1.0,2,200.0,32.5,15.0,32.5,18.0,5.0,5.0,15.0,15.0
Pirate First Mate,GoS,248.0,humanoid,generic,N,1.0,2,200.0,26.0,16.0,26.0,16.0,4.0,4.0,14.0,14.0
Pit Fiend,MM,77.0,fiend,generic,N,20.0,6,25000.0,300.0,19.0,300.0,23.0,14.0,14.0,120.0,120.0
Pixie,MM,253.0,fey,generic,N,0.25,2,50.0,1.5,15.0,1.5,21.0,4.0,4.0,0.0,0.0
Planar Incarnate (Celestial Form),PAitM:MPP,41.0,celestial,legendary,L,22.0,7,41000.0,333.0,20.0,528.8,22.0,15.0,15.0,120.833336,120.833336
Planar Incarnate (Fiend Form),PAitM:MPP,41.0,fiend,legendary,L,22.0,7,41000.0,333.0,20.0,528.8,22.0,15.0,15.0,120.833336,120.833336
Planetar,MM,17.0,celestial,generic,N,16.0,5,15000.0,200.0,19.0,250.0,23.0,12.0,12.0,86.0,86.0
Plasmoid Boss,SAiS:BAM,42.0,ooze,generic,N,4.0,2,1100.0,82.5,11.0,91.5,11.0,6.0,7.0,11.0,11.0
Plasmoid Explorer,SAiS:BAM,43.0,ooze,generic,N,0.25,2,50.0,16.5,11.0,16.5,11.0,3.0,3.0,8.0,8.0
Plasmoid Warrior,SAiS:BAM,43.0,ooze,generic,N,3.0,2,700.0,71.5,16.0,71.5,16.0,5.0,5.0,19.5,19.5
Plesiosaurus,MM,80.0,beast,generic,N,2.0,2,450.0,68.0,13.0,68.0,13.0,6.0,6.0,14.0,14.0
Podling,VRGtR,227.0,plant,generic,N,0.5,2,100.0,26.0,10.0,26.0,10.0,4.0,4.0,5.5,5.5
Poison Weird,WDotMM,127.0,elemental,generic,N,4.0,2,1100.0,58.5,13.0,116.0,17.0,5.0,9.0,23.0,23.0
Poisonous Snake,MM,334.0,beast,generic,N,0.125,2,25.0,2.5,13.0,2.5,13.0,5.0,5.0,6.0,6.0
Poltergeist,MM,279.0,undead,generic,N,2.0,2,450.0,22.5,12.0,22.5,12.0,4.0,4.0,10.0,10.0
Polukranos,MOoT,231.0,monstrosity,unique,L,19.0,6,22000.0,232.5,17.0,322.5,17.0,13.0,13.0,164.0,164.0
Pony,MM,335.0,beast,generic,N,0.125,2,25.0,11.0,10.0,11.0,10.0,4.0,4.0,7.0,7.0
Precognitive Mage,GGtR,228.0,humanoid,generic,N,3.0,2,700.0,63.0,14.0,63.0,14.0,6.0,6.0,11.0,11.0
Priest,MM,348.0,humanoid,generic,N,2.0,2,450.0,27.5,13.0,27.5,13.0,5.0,5.0,53.333332,53.333332
Priest of Osybus,VRGtR,241.0,humanoid,generic,N,6.0,3,2300.0,60.0,14.0,91.0,16.0,7.0,7.0,44.0,44.0
Priest of Osybus (Deathly),VRGtR,241.0,undead,generic,N,7.0,3,2900.0,60.0,14.0,91.0,16.0,7.0,7.0,60.333332,60.333332
Priest of Osybus (Dread),VRGtR,241.0,undead,generic,N,6.0,3,2300.0,60.0,14.0,91.0,18.0,7.0,7.0,44.0,44.0
Priest of Osybus (Ectoplasmic),VRGtR,241.0,undead,generic,N,6.0,3,2300.0,60.0,14.0,91.0,16.0,7.0,7.0,44.0,44.0
Priest of Osybus (Spectral),VRGtR,241.0,undead,generic,N,7.0,3,2900.0,60.0,14.0,167.0,16.0,7.0,7.0,44.0,44.0
Priest of Osybus (Vampiric),VRGtR,241.0,undead,generic,N,6.0,3,2300.0,60.0,14.0,115.0,16.0,7.0,7.0,44.0,44.0
Priosoner 237,IDRotF,160.0,humanoid,unique,N,1.0,2,200.0,32.5,11.0,32.5,13.0,5.0,5.0,9.0,9.0
Prismari Apprentice,SACoC,205.0,humanoid,generic,N,2.0,2,450.0,44.0,15.0,44.0,15.0,4.0,6.0,10.5,10.5
Prismari Pledgemage,SACoC,205.0,humanoid,generic,N,4.0,2,1100.0,66.0,15.0,73.0,16.0,5.0,6.0,26.0,26.0
Prismari Professor of Expression,SACoC,206.0,humanoid,generic,N,7.0,3,2900.0,97.5,16.0,97.5,18.0,7.0,7.0,63.333332,63.333332
Prismari Professor of Perfection,SACoC,206.0,humanoid,generic,N,7.0,3,2900.0,97.5,16.0,97.5,18.0,7.0,9.0,39.0,39.0
Prisoner 13,KftGV,68.0,humanoid,unique,N,5.0,3,1800.0,102.0,17.0,102.0,17.0,6.0,6.0,36.666668,36.666668
Pseudodragon,MM,254.0,dragon,generic,N,0.25,2,50.0,7.0,13.0,7.0,15.0,4.0,4.0,4.5,4.5
Psionic Ashenwight,PaBTSO,204.0,undead,generic,N,7.0,3,2900.0,78.0,16.0,108.0,18.0,7.0,7.0,33.0,39.0
Psurlon,SAiS:BAM,44.0,aberration,generic,N,2.0,2,450.0,45.5,15.0,45.5,15.0,4.0,4.0,15.5,15.5
Psurlon Leader,SAiS:BAM,45.0,aberration,generic,N,6.0,3,2300.0,127.5,15.0,127.5,15.0,6.0,6.0,47.5,47.5
Psurlon Ringer,SAiS:BAM,45.0,aberration,generic,N,1.0,2,200.0,31.5,13.0,31.5,13.0,4.0,4.0,12.5,12.5
Pterafolk,ToA,229.0,monstrosity,generic,N,1.0,2,200.0,26.0,12.0,26.0,14.0,4.0,4.0,18.0,18.0
Pteranodon,MM,80.0,beast,generic,N,0.25,2,50.0,13.5,13.0,13.5,15.0,3.0,3.0,6.0,6.0
Pudding King,OotA,233.0,humanoid,unique,N,4.0,2,1100.0,49.5,16.0,65.0,18.0,6.0,6.0,38.666668,38.666668
Purple Worm,MM,255.0,monstrosity,generic,N,15.0,5,13000.0,247.5,18.0,247.5,18.0,14.0,14.0,90.0,90.0
"Purple Worm, Young",PotA,113.0,monstrosity,generic,N,13.0,5,10000.0,181.5,18.0,181.5,18.0,14.0,14.0,97.0,97.0
Purple Wormling,SKT,242.0,monstrosity,generic,N,2.0,2,450.0,42.5,12.0,42.5,12.0,5.0,5.0,22.0,22.0
Quadrone,MM,226.0,construct,generic,N,1.0,2,200.0,22.0,16.0,22.0,18.0,4.0,4.0,20.0,20.0
Quaggoth,MM,256.0,humanoid,generic,N,2.0,2,450.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,12.0
Quaggoth Thonot,MM,256.0,humanoid,generic,N,3.0,2,700.0,45.0,13.0,45.0,13.0,5.0,5.0,21.666666,21.666666
Quandrix Apprentice,SACoC,208.0,humanoid,generic,N,2.0,2,450.0,44.0,14.0,44.0,14.0,4.0,4.0,29.0,29.0
Quandrix Pledgemage,SACoC,208.0,humanoid,generic,N,4.0,2,1100.0,66.0,15.0,66.0,15.0,5.0,5.0,37.666668,42.333332
Quandrix Professor of Substance,SACoC,209.0,humanoid,generic,N,7.0,3,2900.0,104.0,15.0,124.0,19.0,7.0,7.0,44.0,44.0
Quandrix Professor of Theory,SACoC,209.0,humanoid,generic,N,7.0,3,2900.0,97.5,15.0,157.5,17.0,7.0,7.0,32.666668,39.333332
Quasit,MM,63.0,fiend,generic,N,1.0,2,200.0,7.5,13.0,15.0,15.0,4.0,4.0,9.0,9.0
Quavilithku Spyder-Fiend,VEoR,236.0,fiend,generic,N,17.0,6,18000.0,256.5,19.0,256.5,23.0,10.0,12.0,72.666664,72.666664
Quenthel Baenre,OotA,204.0,humanoid,unique,N,22.0,7,41000.0,132.0,19.0,244.0,21.0,12.0,12.0,75.0,75.0
Quetzalcoatlus,MPMotM,96.0,beast,generic,N,2.0,2,450.0,30.0,13.0,30.0,15.0,4.0,4.0,12.5,23.0
Quetzalcoatlus,VGtM,140.0,beast,legacy,N,2.0,2,450.0,30.0,13.0,30.0,15.0,4.0,4.0,12.5,23.0
Quickling,MPMotM,208.0,fey,generic,N,1.0,2,200.0,10.5,16.0,10.5,21.0,8.0,8.0,25.5,25.5
Quickling,VGtM,187.0,fey,legacy,N,1.0,2,200.0,10.5,16.0,10.5,21.0,8.0,8.0,25.5,25.5
Radiant Idol,ERftLW,308.0,celestial,generic,N,11.0,4,7200.0,142.5,18.0,177.5,20.0,10.0,10.0,61.333332,61.333332
Rahadin,CoS,237.0,humanoid,unique,N,10.0,4,5900.0,135.0,18.0,135.0,18.0,10.0,10.0,59.0,59.0
Rak Tulkhesh,ERftLW,303.0,fiend,unique,L,28.0,8,120000.0,478.5,25.0,710.0,28.0,17.0,17.0,210.0,210.0
Rakdos,GGtR,247.0,fiend,unique,L,24.0,7,62000.0,300.0,20.0,465.0,24.0,15.0,15.0,161.0,161.0
Rakdos Lampooner,GGtR,248.0,humanoid,generic,N,2.0,2,450.0,27.5,12.0,27.5,12.0,6.0,6.0,26.0,26.0
Rakdos Performer,GGtR,248.0,humanoid,generic,N,1.0,2,200.0,22.0,13.0,22.0,15.0,5.0,5.0,15.0,15.0
