Book,Page,Size,Type,CR,PB,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
Lost Mine of Phandelver,59,Medium,Humanoid,2.0,2,9,13,10,16,14,13,-1,1,0,3,2,1,-1,1,0,5,4,1
Baldur's Gate: Descent into Avernus,233,Medium,Humanoid,0.25,2,11,15,12,10,11,14,0,2,1,0,0,2,0,2,1,0,0,2
Basic Rules,319,Medium,Fiend,5.0,3,18,15,16,16,14,16,4,2,3,3,2,3,4,2,3,3,2,3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,49,Huge,Monstrosity,5.0,3,20,15,17,1,10,1,5,2,3,-5,0,-5,5,2,3,-5,0,-5
Basic Rules,336,Large,Fiend,3.0,2,18,15,16,10,13,15,4,2,3,0,1,2,4,2,3,0,1,2
Monstrous Compendium Volume One: Spelljammer Creatures,10,Gargantuan,Monstrosity,16.0,5,26,10,21,9,12,15,8,0,5,-1,1,2,8,0,5,-1,1,2
Mythic Odysseys of Theros,221,Large,Fiend,11.0,4,19,15,18,14,17,20,4,2,4,2,3,5,4,2,8,2,7,5
Guildmasters' Guide to Ravnica,215,Medium,Undead,10.0,4,18,19,16,6,17,11,4,4,3,-2,3,0,4,8,3,-2,7,0
Mordenkainen’s Tome of Foes,216,Huge,Undead,20.0,6,22,19,24,6,9,8,6,4,7,-2,-1,-1,6,4,13,-2,-1,-1
Mordenkainen Presents: Monsters of the Multiverse,194,Huge,Undead,20.0,6,22,19,24,6,9,8,6,4,7,-2,-1,-1,6,4,13,-2,-1,-1
Mordenkainen Presents: Monsters of the Multiverse,195,Small,Fey,1.0,2,8,14,10,10,8,15,-1,2,0,0,-1,2,-1,2,0,0,-1,2
Volo's Guide to Monsters,182,Small,Humanoid,1.0,2,8,14,10,10,8,15,-1,2,0,0,-1,2,-1,2,0,0,-1,2
,,Medium,Construct,4.0,2,12,18,17,8,10,6,1,4,3,-1,0,-2,1,6,3,-1,0,-2
Baldur's Gate: Descent into Avernus,170,Medium,Humanoid,5.0,3,12,18,14,13,17,14,1,4,2,1,3,2,1,7,2,4,3,2
Candlekeep Mysteries,197,Large,Fey,16.0,5,16,24,16,17,15,24,3,7,3,3,2,7,8,12,3,3,7,7
Guildmasters' Guide to Ravnica,216,Large,Giant,8.0,3,24,9,22,7,10,9,7,-1,6,-2,0,-1,7,-1,9,-2,3,-1
Guildmasters' Guide to Ravnica,241,Gargantuan,Dragon,26.0,8,29,14,29,30,17,25,9,2,9,10,3,7,9,2,17,18,11,7
Basic Rules,401,Medium,Humanoid,0.125,2,11,12,11,12,14,16,0,1,0,1,2,3,0,1,0,1,2,3
Mordenkainen's Fiendish Folio Volume 1,17,Small,Humanoid,0.5,2,13,10,13,8,8,7,1,0,1,-1,-1,-2,1,0,1,-1,-1,-2
Mordenkainen's Fiendish Folio Volume 1,17,Small,Humanoid,3.0,2,16,10,15,12,11,13,3,0,2,1,0,1,3,0,2,1,0,1
Van Richten’s Guide to Ravenloft,239,Medium,Undead,8.0,3,20,18,21,6,17,14,5,4,5,-2,3,2,5,7,8,-2,6,2
Basic Rules,146,Medium,Aberration,2.0,2,14,16,16,13,10,8,2,3,3,1,0,-1,2,3,3,1,0,-1
Mordenkainen’s Tome of Foes,168,Medium,Fiend,0.5,2,16,11,13,3,8,1,3,0,1,-4,-1,-5,3,0,1,-4,-1,-5
Mordenkainen Presents: Monsters of the Multiverse,196,Medium,Fiend,0.5,2,16,11,13,3,8,1,3,0,1,-4,-1,-5,3,0,1,-4,-1,-5
Monster Manual,314,Large,Fiend,9.0,4,20,11,19,12,10,15,5,0,4,1,0,2,5,0,4,1,0,2
Mythic Odysseys of Theros,233,Medium,Monstrosity,1.0,2,16,14,12,3,13,10,3,2,1,-4,1,0,3,2,1,-4,1,0
Acquisitions Incorporated,205,Medium,Humanoid,2.0,2,13,16,14,10,13,11,1,3,2,0,1,0,1,3,2,0,1,0
Mordenkainen’s Tome of Foes,126,Medium,Construct,5.0,3,12,18,15,3,10,1,1,4,2,-4,0,-5,1,4,2,-4,0,-5
Mordenkainen’s Tome of Foes,217,Tiny,Ooze,0.25,2,8,16,15,14,11,10,-1,3,2,2,0,0,-1,3,2,4,0,2
Mordenkainen Presents: Monsters of the Multiverse,197,Tiny,Ooze,0.25,2,8,16,15,14,11,10,-1,3,2,2,0,0,-1,3,2,4,0,2
Guildmasters' Guide to Ravnica,245,Medium,Undead,8.0,3,10,10,13,18,20,17,0,0,1,4,5,3,0,0,1,7,8,3
Critical Role: Call of the Netherdeep,204,Medium or Small,Humanoid,6.0,3,12,15,14,16,15,18,1,2,2,3,2,4,1,2,2,3,5,7
Critical Role: Call of the Netherdeep,205,Medium or Small,Humanoid,2.0,2,10,14,12,14,10,16,0,2,1,2,0,3,0,2,1,2,0,3
Critical Role: Call of the Netherdeep,205,Medium or Small,Humanoid,8.0,3,13,16,16,15,17,20,1,3,3,2,3,5,1,3,3,2,6,8
,,Medium,Humanoid,0.5,2,15,12,16,11,12,10,2,1,3,0,1,0,2,1,5,0,1,0
Basic Rules,146,Large,Ooze,2.0,2,15,6,14,2,6,1,2,-2,2,-4,-2,-5,2,-2,2,-4,-2,-5
Basic Rules,146,Small,Beast,0.0,2,4,15,11,3,10,4,-3,2,0,-4,0,-3,-3,2,0,-4,0,-3
Basic Rules,147,Large,Giant,2.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen’s Tome of Foes,220,Large,Giant,4.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen Presents: Monsters of the Multiverse,200,Large,Giant,4.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen Presents: Monsters of the Multiverse,200,Large,Giant,2.0,2,19,12,16,5,7,7,4,1,3,-3,-2,-2,4,1,3,-3,-2,-2
Mordenkainen’s Tome of Foes,220,Large,Giant,2.0,2,19,12,16,5,7,7,4,1,3,-3,-2,-2,4,1,3,-3,-2,-2
Mordenkainen’s Tome of Foes,221,Large,Giant,3.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen Presents: Monsters of the Multiverse,201,Large,Giant,3.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen Presents: Monsters of the Multiverse,201,Large,Giant,2.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Mordenkainen’s Tome of Foes,221,Large,Giant,2.0,2,19,8,16,5,7,7,4,-1,3,-3,-2,-2,4,-1,3,-3,-2,-2
Basic Rules,357,Large,Undead,2.0,2,19,6,18,3,6,5,4,-2,4,-4,-2,-3,4,-2,4,-4,0,-3
Princes of the Apocalypse,216,Gargantuan,Elemental,20.0,6,26,11,28,11,15,22,8,0,9,0,2,6,14,0,15,0,8,6
Mordenkainen’s Tome of Foes,251,Medium,Fiend,12.0,4,19,17,18,17,16,19,4,3,4,3,3,4,4,3,8,3,7,4
Mordenkainen Presents: Monsters of the Multiverse,202,Medium,Fiend,12.0,4,19,17,18,17,16,19,4,3,4,3,3,4,4,3,8,3,7,4
Princes of the Apocalypse,218,Huge,Elemental,18.0,6,21,22,24,17,18,23,5,6,7,3,4,6,11,6,13,3,10,6
Acquisitions Incorporated,196,Medium,Humanoid,5.0,3,16,8,14,11,18,12,3,-1,2,0,4,1,3,-1,2,0,7,4
Princes of the Apocalypse,207,Medium,Humanoid,3.0,2,10,14,12,13,13,17,0,2,1,1,1,3,0,2,1,1,1,3
Basic Rules,336,Large,Giant,7.0,3,19,11,16,14,12,15,4,0,3,2,1,2,4,3,6,2,4,5
,,Huge,Undead,10.0,4,16,1,20,17,10,16,3,-5,5,3,0,3,3,-5,5,7,4,3
,,Medium,Ooze,0.5,2,14,3,20,1,6,1,2,-4,5,-5,-2,-5,2,-4,5,-5,-2,-5
Mythic Odysseys of Theros,238,Medium,Humanoid,4.0,2,10,14,12,13,16,15,0,2,1,1,3,2,0,2,1,1,5,4
Strixhaven: A Curriculum of Chaos,200,Medium,Humanoid,15.0,5,12,15,16,21,20,18,1,2,3,5,5,4,1,2,8,10,10,9
Basic Rules,147,Medium,Humanoid,0.5,2,16,12,16,7,11,10,3,1,3,-2,0,0,3,1,3,-2,0,0
Volo's Guide to Monsters,183,Medium,Humanoid,4.0,2,17,11,17,10,12,14,3,0,3,0,1,2,3,0,3,0,3,2
Volo's Guide to Monsters,183,Medium,Humanoid,2.0,2,14,15,16,10,15,11,2,2,3,0,2,0,2,2,3,0,2,0
Monster Manual,247,Medium,Humanoid,2.0,2,16,12,16,9,13,12,3,1,3,-1,1,1,3,1,3,-1,1,1
Volo's Guide to Monsters,184,Medium,Humanoid,2.0,2,12,11,16,11,14,9,1,0,3,0,2,-1,1,0,3,0,2,-1
Volo's Guide to Monsters,184,Medium,Humanoid,0.5,2,15,8,16,7,11,7,2,-1,3,-2,0,-2,2,-1,3,-2,0,-2
Volo's Guide to Monsters,185,Medium,Humanoid,3.0,2,11,16,15,9,11,9,0,3,2,-1,0,-1,0,3,2,-1,0,-1
Monster Manual,246,Medium,Humanoid,4.0,2,18,12,18,11,11,16,4,1,4,0,0,3,6,1,6,0,2,3
,,Huge,Fiend,26.0,8,27,14,25,20,20,25,8,2,7,5,5,7,8,10,15,5,13,7
Mordenkainen Presents: Monsters of the Multiverse,204,Huge,Fiend,26.0,8,27,14,25,20,20,25,8,2,7,5,5,7,8,10,15,5,13,7
Mythic Odysseys of Theros,237,Medium,Fey,4.0,2,14,14,12,11,13,18,2,2,1,0,1,4,2,2,1,0,1,4
Princes of the Apocalypse,211,Medium,Humanoid,2.0,2,8,13,14,16,9,11,-1,1,2,3,-1,0,-1,1,2,3,1,0
Strixhaven: A Curriculum of Chaos,201,Medium,Humanoid,9.0,4,11,14,18,20,12,12,0,2,4,5,1,1,0,2,8,9,5,5
Strixhaven: A Curriculum of Chaos,202,Medium,Humanoid,4.0,2,10,14,12,17,15,18,0,2,1,3,2,4,0,2,1,5,4,6
Monster Manual,247,Medium,Humanoid,2.0,2,18,12,18,12,11,12,4,1,4,1,0,1,4,1,4,1,0,1
Mordenkainen’s Tome of Foes,169,Large,Fiend,10.0,4,22,16,21,15,15,16,6,3,5,2,2,3,6,7,9,2,6,3
Mordenkainen Presents: Monsters of the Multiverse,205,Large,Fiend,10.0,4,22,16,21,15,15,16,6,3,5,2,2,3,6,7,9,2,6,3
Guildmasters' Guide to Ravnica,202,Large,Giant,6.0,3,23,13,21,12,13,8,6,1,5,1,1,-1,6,4,8,1,4,-1
Basic Rules,339,Large,Aberration,5.0,3,16,11,19,6,13,6,3,0,4,-2,1,-2,3,0,7,-2,1,-2
Basic Rules,147,Tiny,Beast,0.0,2,3,13,8,2,12,7,-4,1,-1,-4,1,-2,-4,1,-1,-4,1,-2
Basic Rules,147,Large,Monstrosity,3.0,2,20,12,17,3,12,7,5,1,3,-4,1,-2,5,1,3,-4,1,-2
Mordenkainen Presents: Monsters of the Multiverse,72,Large,Beast,0.25,2,18,10,14,2,10,4,4,0,2,-4,0,-3,4,0,2,-4,0,-3
Basic Rules,148,Medium,Beast,0.25,2,14,15,10,3,14,7,2,2,0,-4,2,-2,2,2,0,-4,2,-2
Journeys through the Radiant Citadel,167,Medium,Celestial,13.0,5,20,20,20,20,22,22,5,5,5,5,6,6,5,5,10,5,11,11
Basic Rules,148,Large,Celestial,2.0,2,18,15,16,10,15,13,4,2,3,0,2,1,4,4,3,0,4,3
Acquisitions Incorporated,206,Medium,Humanoid,2.0,2,10,14,12,17,10,11,0,2,1,3,0,0,0,2,1,3,0,0
Monster Manual,226,Large,Construct,2.0,2,15,14,12,10,10,13,2,2,1,0,0,1,2,2,1,0,0,1
Monster Manual,251,Medium,Monstrosity,2.0,2,16,12,13,9,12,10,3,1,1,-1,1,0,3,1,1,-1,1,0
Strixhaven: A Curriculum of Chaos,203,Tiny,Monstrosity,0.25,2,11,14,17,5,13,4,0,2,3,-3,1,-3,0,2,3,-3,1,-3
Curse of Strahd,235,Medium,Undead,3.0,2,16,11,16,8,10,15,3,0,3,-1,0,2,3,0,3,-1,0,2
,,Medium,Humanoid,3.0,2,15,12,18,11,16,7,2,1,4,0,3,-2,4,1,6,0,3,-2
Basic Rules,148,Large,Monstrosity,3.0,2,15,15,12,6,10,6,2,2,1,-2,0,-2,2,2,1,-2,0,-2
Mordenkainen’s Tome of Foes,199,Gargantuan,Elemental,16.0,5,19,26,25,2,21,18,4,8,7,-4,5,4,4,8,7,-4,10,9
Mordenkainen Presents: Monsters of the Multiverse,206,Gargantuan,Elemental,16.0,5,19,26,25,2,21,18,4,8,7,-4,5,4,4,8,7,-4,10,9
Acquisitions Incorporated,206,Medium,Humanoid,2.0,2,15,10,12,13,16,13,2,0,1,1,3,1,2,0,1,1,3,1
Mythic Odysseys of Theros,239,Large,Undead,9.0,4,20,15,18,10,16,14,5,2,4,0,3,2,5,2,8,0,7,2
Curse of Strahd,235,Small,Construct,0.25,2,10,14,11,8,13,10,0,2,0,-1,1,0,0,2,0,-1,1,0
Monster Manual,252,Medium,Monstrosity,0.5,2,10,13,16,1,7,3,0,1,3,-5,-2,-4,0,1,3,-5,-2,-4
,,Medium,Humanoid,0.5,2,16,11,13,11,10,13,3,0,1,0,0,1,3,0,1,0,0,1
,,Medium,Humanoid,2.0,2,16,14,14,11,10,14,3,2,2,0,0,2,3,2,2,0,0,2
,,Medium,Humanoid,1.0,2,10,14,14,16,13,11,0,2,2,3,1,0,0,2,2,3,1,0
,,Medium,Humanoid,1.0,2,14,11,14,11,10,13,2,0,2,0,0,1,2,0,2,0,0,1
Basic Rules,278,Large,Fiend,20.0,6,26,14,24,22,18,24,8,2,7,6,4,7,8,8,13,6,10,7
Monster Manual,253,Tiny,Fey,0.25,2,2,20,8,10,14,15,-4,5,-1,0,2,2,-4,5,-1,0,2,2
Basic Rules,262,Large,Celestial,16.0,5,24,20,24,19,22,25,7,5,7,4,6,7,7,5,12,4,11,12
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,42,Large,Ooze,4.0,2,18,12,14,14,13,15,4,1,2,2,1,2,4,1,4,2,3,2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,43,Medium,Ooze,0.25,2,13,12,12,10,14,10,1,1,1,0,2,0,1,1,1,0,2,0
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,43,Medium,Ooze,3.0,2,16,14,14,10,11,10,3,2,2,0,0,0,3,2,2,0,0,0
Basic Rules,149,Large,Beast,2.0,2,18,15,16,2,12,5,4,2,3,-4,1,-3,4,2,3,-4,1,-3
Van Richten’s Guide to Ravenloft,227,Medium,Plant,0.5,2,15,11,14,10,10,10,2,0,2,0,0,0,2,0,2,0,0,0
Basic Rules,149,Tiny,Beast,0.125,2,2,16,11,1,10,3,-4,3,0,-5,0,-4,-4,3,0,-5,0,-4
Basic Rules,149,Large,Beast,2.0,2,20,10,16,2,13,7,5,0,3,-4,1,-2,5,0,3,-4,1,-2
The Wild Beyond the Witchlight,135,Tiny,Beast,0.0,2,1,16,8,1,10,1,-5,3,-1,-5,0,-5,-5,3,-1,-5,0,-5
Mythic Odysseys of Theros,231,Gargantuan,Monstrosity,19.0,6,25,15,21,4,14,10,7,2,5,-3,2,0,7,2,5,-3,2,0
Basic Rules,149,Medium,Beast,0.125,2,15,10,13,2,11,7,2,0,1,-4,0,-2,2,0,1,-4,0,-2
Acquisitions Incorporated,208,Medium,Monstrosity,3.0,2,12,18,16,13,12,14,1,4,3,1,1,2,1,4,3,1,1,2
Guildmasters' Guide to Ravnica,228,Medium,Humanoid,3.0,2,9,13,10,18,13,11,-1,1,0,4,1,0,-1,1,0,6,3,0
Basic Rules,164,Medium,Humanoid,2.0,2,10,10,12,13,16,13,0,0,1,1,3,1,0,0,1,1,3,1
Van Richten’s Guide to Ravenloft,241,Medium,Humanoid,6.0,3,10,14,16,18,17,11,0,2,3,4,3,0,0,2,3,7,6,3
Strixhaven: A Curriculum of Chaos,205,Medium or Small,Humanoid,2.0,2,10,14,13,12,13,15,0,2,1,1,1,2,0,4,1,1,1,4
Strixhaven: A Curriculum of Chaos,205,Medium or Small,Humanoid,4.0,2,10,15,13,12,14,17,0,2,1,1,2,3,0,4,1,1,2,5
Strixhaven: A Curriculum of Chaos,206,Medium or Small,Humanoid,7.0,3,14,16,15,15,13,19,2,3,2,2,1,4,2,6,2,5,4,7
Strixhaven: A Curriculum of Chaos,206,Medium or Small,Humanoid,7.0,3,14,16,15,15,13,19,2,3,2,2,1,4,2,6,2,5,4,7
Basic Rules,340,Tiny,Dragon,0.25,2,6,15,13,10,12,10,-2,2,1,0,1,0,-2,2,1,0,1,0
Spelljammer: Adventures in Space  • Boo’s Astral Menagerie,44,Medium,Aberration,2.0,2,14,14,14,17,11,7,2,2,2,3,0,-2,2,2,2,3,0,-2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,45,Medium,Aberration,6.0,3,16,14,16,20,11,7,3,2,3,5,0,-2,3,2,3,5,3,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,45,Medium,Aberration,1.0,2,10,11,10,17,11,7,0,0,0,3,0,-2,0,0,0,3,0,-2
,,Large,Monstrosity,1.0,2,15,13,12,9,10,11,2,1,1,-1,0,0,2,1,1,-1,0,0
Basic Rules,150,Medium,Beast,0.25,2,12,15,10,2,9,5,1,2,0,-4,-1,-3,1,2,0,-4,-1,-3
Out of the Abyss,233,Small,Humanoid,4.0,2,10,16,14,12,8,17,0,3,2,1,-1,3,0,3,5,1,-1,6
Monstrous Compendium Volume One: Spelljammer Creatures,11,Tiny,Aberration,3.0,2,2,15,18,16,10,3,-4,2,4,3,0,-4,-4,4,6,3,2,-4
Basic Rules,340,Gargantuan,Monstrosity,15.0,5,28,7,22,1,8,4,9,-2,6,-5,-1,-3,9,-2,11,-5,4,-3
,,Large,Monstrosity,2.0,2,16,7,16,1,6,2,3,-2,3,-5,-2,-4,3,-2,3,-5,-2,-4
Monster Manual,226,Medium,Construct,1.0,2,12,14,12,10,10,11,1,2,1,0,0,0,1,2,1,0,0,0
Monster Manual,256,Medium,Humanoid,2.0,2,17,12,16,6,12,7,3,1,3,-2,1,-2,3,1,3,-2,1,-2
Monster Manual,230,Medium,Plant,1.0,2,17,12,16,2,6,1,3,1,3,-4,-2,-5,3,1,3,-4,-2,-5
Strixhaven: A Curriculum of Chaos,208,Medium or Small,Humanoid,2.0,2,10,12,13,15,14,11,0,1,1,2,2,0,0,1,1,4,4,0
Strixhaven: A Curriculum of Chaos,208,Medium or Small,Humanoid,4.0,2,10,14,13,17,14,11,0,2,1,3,2,0,0,2,1,5,4,0
Strixhaven: A Curriculum of Chaos,209,Medium or Small,Humanoid,7.0,3,11,14,14,19,14,13,0,2,2,4,2,1,0,2,5,7,5,4
Strixhaven: A Curriculum of Chaos,209,Medium or Small,Humanoid,7.0,3,11,14,14,19,15,13,0,2,2,4,2,1,0,2,5,7,5,4
Basic Rules,273,Tiny,Fiend,1.0,2,5,17,10,7,10,10,-3,3,0,-2,0,0,-3,3,0,-2,0,0
Mordenkainen Presents: Monsters of the Multiverse,96,Huge,Beast,2.0,2,15,13,13,2,10,5,2,1,1,-4,0,-3,2,1,1,-4,0,-3
Volo's Guide to Monsters,140,Huge,Beast,2.0,2,15,13,13,2,10,5,2,1,1,-4,0,-3,2,1,1,-4,0,-3
Mordenkainen Presents: Monsters of the Multiverse,207,Tiny,Fey,1.0,2,4,23,13,10,12,7,-3,6,1,0,1,-2,-3,6,1,0,1,-2
Volo's Guide to Monsters,187,Tiny,Fey,1.0,2,4,23,13,10,12,7,-3,6,1,0,1,-2,-3,6,1,0,1,-2
Basic Rules,150,Tiny,Beast,0.0,2,2,16,9,1,7,2,-4,3,-1,-5,-2,-4,-4,3,-1,-5,-2,-4
Eberron: Rising from the Last War,308,Large,Celestial,11.0,4,23,18,19,17,20,21,6,4,4,3,5,5,6,4,4,3,9,9
Curse of Strahd,236,Medium,Humanoid,10.0,4,14,22,17,15,16,18,2,6,3,2,3,4,2,6,7,2,7,4
Eberron: Rising from the Last War,303,Huge,Fiend,28.0,8,29,19,27,21,22,26,9,4,8,5,6,8,17,4,16,5,14,16
Guildmasters' Guide to Ravnica,247,Huge,Fiend,24.0,7,26,15,22,14,18,30,8,2,6,2,4,10,15,2,13,2,11,17
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,2.0,2,11,12,13,12,9,18,0,1,1,1,-1,4,0,1,1,1,-1,4
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,1.0,2,13,17,12,10,8,15,1,3,1,0,-1,2,1,5,1,0,-1,4
Basic Rules,341,Medium,Fiend,13.0,5,14,17,18,13,16,20,2,3,4,1,3,5,2,3,4,1,3,5
,,Medium,Monstrosity,7.0,3,17,16,17,18,18,21,3,3,3,4,4,5,3,3,6,4,7,5
Basic Rules,150,Tiny,Beast,0.0,2,2,11,9,2,10,4,-4,0,-1,-4,0,-3,-4,0,-1,-4,0,-3
,,Medium,Humanoid,6.0,3,11,16,14,18,14,10,0,3,2,4,2,0,0,3,2,7,5,0
Basic Rules,150,Tiny,Beast,0.0,2,2,14,8,2,12,6,-4,2,-1,-4,1,-2,-4,2,-1,-4,1,-2
Princes of the Apocalypse,201,Medium,Humanoid,5.0,3,16,11,16,9,10,13,3,0,3,-1,0,1,3,0,3,-1,0,1
Baldur's Gate: Descent into Avernus,233,Medium,Humanoid,2.0,2,11,20,13,15,12,16,0,5,1,2,1,3,0,5,1,2,1,3
Guildmasters' Guide to Ravnica,231,Medium,Humanoid,4.0,2,16,12,15,15,12,10,3,1,2,2,1,0,3,1,2,2,1,0
Mordenkainen’s Tome of Foes,162,Medium,Fiend,19.0,6,23,16,19,14,15,19,6,3,4,2,2,4,12,3,10,2,8,4
Mordenkainen Presents: Monsters of the Multiverse,40,Medium,Fiend,19.0,6,23,16,19,14,15,19,6,3,4,2,2,4,12,3,10,2,8,4
Basic Rules,288,Medium,Dragon,4.0,2,19,10,17,12,11,15,4,0,3,1,0,2,4,2,5,1,2,4
Monster Manual,276,Large,Aberration,5.0,3,16,12,16,6,6,7,3,1,3,-2,-2,-2,3,1,3,-2,-2,-2
Lost Mine of Phandelver,61,Medium,Humanoid,0.5,2,11,14,12,9,9,11,0,2,1,-1,-1,0,0,2,1,-1,-1,0
Mordenkainen Presents: Monsters of the Multiverse,208,Small,Fey,3.0,2,18,13,18,10,12,9,4,1,4,0,1,-1,4,1,4,0,1,-1
Volo's Guide to Monsters,188,Small,Fey,3.0,2,18,13,18,10,12,9,4,1,4,0,1,-1,4,1,4,0,1,-1
Basic Rules,151,Medium,Beast,0.5,2,14,13,13,1,10,4,2,1,1,-5,0,-3,2,1,1,-5,0,-3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,47,Medium,Celestial,8.0,3,18,15,12,19,16,24,4,2,1,4,3,7,4,5,4,4,6,10
Van Richten’s Guide to Ravenloft,243,Large,Fiend,12.0,4,22,12,22,8,15,16,6,1,6,-1,2,3,6,5,6,-1,6,7
Van Richten’s Guide to Ravenloft,242,Medium,Fiend,8.0,3,12,18,14,14,15,16,1,4,2,2,2,3,4,7,5,2,5,3
Strixhaven: A Curriculum of Chaos,210,Huge,Beast,2.0,2,20,9,17,2,12,8,5,-1,3,-4,1,-1,5,-1,3,-4,1,-1
,,Medium,Humanoid,9.0,4,10,14,13,18,15,17,0,2,1,4,2,3,0,2,1,8,6,3
Basic Rules,341,Huge,Monstrosity,11.0,4,24,13,21,4,10,5,7,1,5,-3,0,-3,7,1,5,-3,0,-3
Mordenkainen Presents: Monsters of the Multiverse,209,Large,Construct,14.0,5,22,16,20,3,11,4,6,3,5,-4,0,-3,6,8,10,-4,5,-3
Mordenkainen’s Tome of Foes,222,Large,Construct,14.0,5,22,16,20,3,11,4,6,3,5,-4,0,-3,6,8,10,-4,5,-3
Mythic Odysseys of Theros,240,Medium,Undead,0.25,2,14,15,12,10,12,11,2,2,1,0,1,0,2,2,1,0,1,0
Mythic Odysseys of Theros,241,Medium,Undead,4.0,2,10,17,14,13,12,15,0,3,2,1,1,2,0,3,2,1,1,2
Mythic Odysseys of Theros,241,Medium,Undead,1.0,2,16,15,12,10,12,11,3,2,1,0,1,0,3,2,1,0,1,0
Monster Manual,259,Medium,Undead,5.0,3,18,14,18,13,16,18,4,2,4,1,3,4,7,2,7,1,6,7
,,Medium,Humanoid,7.0,3,18,16,16,15,12,14,4,3,3,2,1,2,4,6,3,2,4,2
Basic Rules,151,Large,Beast,2.0,2,21,8,15,2,12,6,5,-1,2,-4,1,-2,5,-1,2,-4,1,-2
Curse of Strahd,238,Medium,Humanoid,5.0,3,9,12,13,16,18,16,-1,1,1,3,4,3,-1,1,4,3,7,3
Basic Rules,151,Large,Beast,0.25,2,16,10,12,2,11,7,3,0,1,-4,0,-2,3,0,1,-4,0,-2
Baldur's Gate: Descent into Avernus,199,Medium,Humanoid,3.0,2,14,18,14,10,11,15,2,4,2,0,0,2,2,6,2,0,2,2
The Wild Beyond the Witchlight,227,Medium,Humanoid,5.0,3,9,10,9,17,13,11,-1,0,-1,3,1,0,2,3,2,6,4,3
,,Medium,Humanoid,2.0,2,15,11,14,10,11,16,2,0,2,0,0,3,2,0,2,0,0,3
Journeys through the Radiant Citadel,133,Large,Fey,12.0,4,20,19,17,12,16,21,5,4,3,1,3,5,5,4,3,5,7,9
Basic Rules,342,Gargantuan,Monstrosity,11.0,4,28,10,20,3,10,9,9,0,5,-4,0,-1,9,4,9,-4,4,3
,,Small,Humanoid,0.25,2,6,11,10,15,10,13,-2,0,0,2,0,1,-2,0,0,2,0,1
Basic Rules,342,Large,Monstrosity,5.0,3,18,8,17,7,16,6,4,-1,3,-2,3,-2,4,-1,3,-2,3,-2
Acquisitions Incorporated,203,Small,Humanoid,3.0,2,8,16,12,12,14,14,-1,3,1,1,2,2,1,5,1,1,2,2
Mordenkainen Presents: Monsters of the Multiverse,247,Large,Giant,9.0,4,18,13,22,5,8,4,4,1,6,-3,-1,-3,4,1,6,-3,-1,-3
Mordenkainen’s Tome of Foes,244,Large,Giant,9.0,4,18,13,22,5,8,4,4,1,6,-3,-1,-3,4,1,6,-3,-1,-3
Guildmasters' Guide to Ravnica,239,Medium,Humanoid,0.5,2,10,15,12,10,14,8,0,2,1,0,2,-1,0,2,1,0,2,-1
Basic Rules,264,Large,Construct,2.0,2,17,14,10,1,3,1,3,2,0,-5,-4,-5,3,2,0,-5,-4,-5
Critical Role: Call of the Netherdeep,95,Huge,Construct,8.0,3,24,9,21,3,11,6,7,-1,5,-4,0,-2,7,-1,5,-4,0,-2
Strixhaven: A Curriculum of Chaos,211,Large,Construct,5.0,3,22,13,15,3,10,1,6,1,2,-4,0,-5,6,1,2,-4,0,-5
Basic Rules,343,Medium,Monstrosity,0.5,2,13,12,13,2,13,6,1,1,1,-4,1,-2,1,1,1,-4,1,-2
Mordenkainen’s Tome of Foes,136,Medium,Fiend,2.0,2,14,15,17,5,12,6,2,2,3,-3,1,-2,2,2,3,-3,1,-2
Mordenkainen Presents: Monsters of the Multiverse,210,Medium,Fiend,2.0,2,14,15,17,5,12,6,2,2,3,-3,1,-2,2,2,3,-3,1,-2
Basic Rules,151,Large,Beast,2.0,2,18,14,15,3,12,8,4,2,2,-4,1,-1,4,2,2,-4,1,-1
Princes of the Apocalypse,196,Medium,Humanoid,0.5,2,13,15,12,10,14,9,1,2,1,0,2,-1,1,2,1,0,2,-1
