source.book,source.page,size,type,cr,legacy,damage immunities,damage resistances,damage vulnerabilities,damage modifiers.acid,damage modifiers.bludgeoning,damage modifiers.cold,damage modifiers.fire,damage modifiers.force,damage modifiers.lightning,damage modifiers.necrotic,damage modifiers.piercing,damage modifiers.poison,damage modifiers.psychic,damage modifiers.radiant,damage modifiers.slashing,damage modifiers.thunder
Mordenkainen Presents: Monsters of the Multiverse,202,Medium,Fiend,12.0,False,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Princes of the Apocalypse,218,Huge,Elemental,18.0,False,"acid, cold, poison","lightning; bludgeoning, piercing, and slashing damage from nonmagical weapons",,I,R-N,I,,,R,,R-N,I,,,R-N,
Acquisitions Incorporated,196,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,207,Medium,Humanoid,3.0,False,cold,,,,,I,,,,,,,,,,
Basic Rules,336,Large,Giant,7.0,False,,,,,,,,,,,,,,,,
Dead in Thay,,Huge,Undead,10.0,False,"acid, cold, poison","lightning, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,I,,,R,R,R-N,I,,,R-N,
Lost Laboratory of Kwalish,,Medium,Ooze,0.5,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,238,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,200,Medium,Humanoid,15.0,False,,,,,,,,,,,,,,,,
Basic Rules,147,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,183,Medium,Humanoid,4.0,True,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,183,Medium,Humanoid,2.0,True,,,,,,,,,,,,,,,,
Monster Manual,247,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,184,Medium,Humanoid,2.0,True,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,184,Medium,Humanoid,0.5,True,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,185,Medium,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Monster Manual,246,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Huge,Fiend,26.0,True,"necrotic, poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,I,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,204,Huge,Fiend,26.0,False,"necrotic, poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,I,I-N,I,,,I-N,
Mythic Odysseys of Theros,237,Medium,Fey,4.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Princes of the Apocalypse,211,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,201,Medium,Humanoid,9.0,False,,necrotic,,,,,,,,R,,,,,,
Strixhaven: A Curriculum of Chaos,202,Medium,Humanoid,4.0,False,,psychic,,,,,,,,,,,R,,,
Monster Manual,247,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,169,Large,Fiend,10.0,True,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,205,Large,Fiend,10.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Guildmasters' Guide to Ravnica,202,Large,Giant,6.0,False,,,,,,,,,,,,,,,,
Basic Rules,339,Large,Aberration,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,147,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Basic Rules,147,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,72,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,148,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Journeys through the Radiant Citadel,167,Medium,Celestial,13.0,False,,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,R,,,,R-N,,,R,R-N,
Basic Rules,148,Large,Celestial,2.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,206,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Monster Manual,226,Large,Construct,2.0,False,,,,,,,,,,,,,,,,
Monster Manual,251,Medium,Monstrosity,2.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Strixhaven: A Curriculum of Chaos,203,Tiny,Monstrosity,0.25,False,,,,,,,,,,,,,,,,
Curse of Strahd,235,Medium,Undead,3.0,False,"cold, necrotic, poison","bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,I,,,,I,R-N,I,,,R-N,
Hoard of the Dragon Queen,,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,148,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,199,Gargantuan,Elemental,16.0,True,"fire, poison","bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,I,,,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,206,Gargantuan,Elemental,16.0,False,"fire, poison","bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,I,,,,R-N,I,,,R-N,
Acquisitions Incorporated,206,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,239,Large,Undead,9.0,False,"necrotic, poison",,,,,,,,,I,,I,,,,
Curse of Strahd,235,Small,Construct,0.25,False,poison,,,,,,,,,,,I,,,,
Monster Manual,252,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,278,Large,Fiend,20.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Monster Manual,253,Tiny,Fey,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,262,Large,Celestial,16.0,False,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,R,R-N,
Spelljammer: Adventures in Space ,42,Large,Ooze,4.0,False,,"acid, poison",,R,,,,,,,,R,,,,
Spelljammer: Adventures in Space ,43,Medium,Ooze,0.25,False,,"acid, poison",,R,,,,,,,,R,,,,
Spelljammer: Adventures in Space ,43,Medium,Ooze,3.0,False,,"acid, poison",,R,,,,,,,,R,,,,
Basic Rules,149,Large,Beast,2.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,227,Medium,Plant,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,149,Tiny,Beast,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,149,Large,Beast,2.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,135,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,231,Gargantuan,Monstrosity,19.0,False,acid,,,I,,,,,,,,,,,,
Basic Rules,149,Medium,Beast,0.125,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,208,Medium,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,228,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,164,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,241,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,205,Medium or Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,205,Medium or Small,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,206,Medium or Small,Humanoid,7.0,False,,"fire, lightning",,,,,R,,R,,,,,,,
Strixhaven: A Curriculum of Chaos,206,Medium or Small,Humanoid,7.0,False,,cold,,,,R,,,,,,,,,,
Basic Rules,340,Tiny,Dragon,0.25,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space  ,44,Medium,Aberration,2.0,False,,psychic,,,,,,,,,,,R,,,
Spelljammer: Adventures in Space ,45,Medium,Aberration,6.0,False,,psychic,,,,,,,,,,,R,,,
Spelljammer: Adventures in Space ,45,Medium,Aberration,1.0,False,,psychic,,,,,,,,,,,R,,,
Tomb of Annihilation,,Large,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,150,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Out of the Abyss,233,Small,Humanoid,4.0,False,,"acid, poison",,R,,,,,,,,R,,,,
Monstrous Compendium Volume One: Spelljammer Creatures,11,Tiny,Aberration,3.0,False,,"fire, necrotic, poison",radiant,,,,R,,,R,,R,,V,,
Basic Rules,340,Gargantuan,Monstrosity,15.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,,Large,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Monster Manual,226,Medium,Construct,1.0,False,,,,,,,,,,,,,,,,
Monster Manual,256,Medium,Humanoid,2.0,False,poison,,,,,,,,,,,I,,,,
Monster Manual,230,Medium,Plant,1.0,False,poison,,,,,,,,,,,I,,,,
Strixhaven: A Curriculum of Chaos,208,Medium or Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,208,Medium or Small,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,209,Medium or Small,Humanoid,7.0,False,,force,,,,,,R,,,,,,,,
Strixhaven: A Curriculum of Chaos,209,Medium or Small,Humanoid,7.0,False,,psychic,,,,,,,,,,,R,,,
Basic Rules,273,Tiny,Fiend,1.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,96,Huge,Beast,2.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,140,Huge,Beast,2.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,207,Tiny,Fey,1.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,187,Tiny,Fey,1.0,True,,,,,,,,,,,,,,,,
Basic Rules,150,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,308,Large,Celestial,11.0,False,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,R,R-N,
Curse of Strahd,236,Medium,Humanoid,10.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,303,Huge,Fiend,28.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Guildmasters' Guide to Ravnica,247,Huge,Fiend,24.0,False,"fire, poison","necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,I,,,R,R-N,I,,,R-N,
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,341,Medium,Fiend,13.0,False,"bludgeoning, piercing, and slashing from nonmagical attacks",,piercing from magic weapons wielded by good creatures,,I-N,,,,,,V,,,,I-N,
Tomb of Annihilation,,Medium,Monstrosity,7.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,150,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Hoard of the Dragon Queen,,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Basic Rules,150,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,201,Medium,Humanoid,5.0,False,fire,,,,,,I,,,,,,,,,
Baldur's Gate: Descent into Avernus,233,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,231,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,162,Medium,Fiend,19.0,True,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,40,Medium,Fiend,19.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Basic Rules,288,Medium,Dragon,4.0,False,fire,,,,,,I,,,,,,,,,
Monster Manual,276,Large,Aberration,5.0,False,,"acid, cold, fire, lightning, thunder",,R,,R,R,,R,,,,,,,R
Lost Mine of Phandelver,61,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,208,Small,Fey,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,188,Small,Fey,3.0,True,,,,,,,,,,,,,,,,
Basic Rules,151,Medium,Beast,0.5,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,47,Medium,Celestial,8.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,243,Large,Fiend,12.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,242,Medium,Fiend,8.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,210,Huge,Beast,2.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,9.0,False,,,,,,,,,,,,,,,,
Basic Rules,341,Huge,Monstrosity,11.0,False,"cold, fire",,,,,I,I,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,209,Large,Construct,14.0,False,"necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,I,I-NA,I,I,,I-NA,
Mordenkainen’s Tome of Foes,222,Large,Construct,14.0,True,"necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",,,,I-NA,,,,,I,I-NA,I,I,,I-NA,
Mythic Odysseys of Theros,240,Medium,Undead,0.25,False,poison,necrotic,,,,,,,,R,,I,,,,
Mythic Odysseys of Theros,241,Medium,Undead,4.0,False,poison,necrotic,,,,,,,,R,,I,,,,
Mythic Odysseys of Theros,241,Medium,Undead,1.0,False,poison,necrotic,,,,,,,,R,,I,,,,
Monster Manual,259,Medium,Undead,5.0,False,poison,"necrotic, psychic",,,,,,,,R,,I,R,,,
Hoard of the Dragon Queen,,Medium,Humanoid,7.0,False,acid,,,I,,,,,,,,,,,,
Basic Rules,151,Large,Beast,2.0,False,,,,,,,,,,,,,,,,
Curse of Strahd,238,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,151,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Baldur's Gate: Descent into Avernus,199,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,227,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Journeys through the Radiant Citadel,133,Large,Fey,12.0,False,,"acid, fire",,R,,,R,,,,,,,,,
Basic Rules,342,Gargantuan,Monstrosity,11.0,False,,,,,,,,,,,,,,,,
Dragon of Icespire Peak,,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,342,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,203,Small,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,247,Large,Giant,9.0,False,necrotic,,,,,,,,,I,,,,,,
Mordenkainen’s Tome of Foes,244,Large,Giant,9.0,True,necrotic,,,,,,,,,I,,,,,,
Guildmasters' Guide to Ravnica,239,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,264,Large,Construct,2.0,False,"poison, psychic",,,,,,,,,,,I,I,,,
Critical Role: Call of the Netherdeep,95,Huge,Construct,8.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,211,Large,Construct,5.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Basic Rules,343,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,136,Medium,Fiend,2.0,True,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,210,Medium,Fiend,2.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Basic Rules,151,Large,Beast,2.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,196,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,9,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,343,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Monster Manual,264,Large,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Large,Beast,3.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Ghosts of Saltmarsh,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Monster Manual,264,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,297,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,344,Large,Elemental,5.0,False,fire,"bludgeoning, piercing, and slashing from nonmagical attacks",cold,,R-N,V,I,,,,R-N,,,,R-N,
Ghosts of Saltmarsh,,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Fizban's Treasury of Dragons,216,Medium,Dragon,3.0,False,,"lightning, thunder",,,,,,,R,,,,,,,R
Basic Rules,152,Medium,Fey,0.5,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,242,Medium,Fey,1.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,243,Medium,Fey,2.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dungeon of the Mad Mage,,Huge,Construct,8.0,False,"force, lightning, poison","fire; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,R,I,I,,R-N,I,,,R-N,
Monster Manual,268,Medium,Construct,1.0,False,poison,"bludgeoning, piercing, and slashing from nonmagical attacks",fire,,R-N,,V,,,,R-N,I,,,R-N,
Critical Role: Call of the Netherdeep,206,Medium or Small,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,206,Medium or Small,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,207,Medium or Small,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,243,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,152,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Basic Rules,401,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen's Fiendish Folio Volume 1,19,Small,Fey,1.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,159,Tiny,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Critical Role: Call of the Netherdeep,208,Small,Aberration,4.0,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,299,Medium,Fey,12.0,False,"cold, fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,,I-NS,I,I,,,,I-NS,I,,,I-NS,
Basic Rules,320,Medium,Fey,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,152,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
White Plume Mountain,242,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,189,Medium,Humanoid,1.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,211,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,308,Medium,Beast,0.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,241,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,23,Medium,Undead,3.0,False,cold,,,,,I,,,,,,,,,,
Guildmasters' Guide to Ravnica,221,Small,Construct,0.25,False,poison,,,,,,,,,,,I,,,,
Mythic Odysseys of Theros,229,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Rise of Tiamat,,Medium,Humanoid,11.0,False,fire,"acid, cold, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons",,R,R-N,R,I,,R,,R-N,R,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,213,Medium,Humanoid,9.0,False,necrotic,,,,,,,,,I,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,213,Medium,Humanoid,7.0,False,,necrotic,,,,,,,,R,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,214,Medium,Humanoid,11.0,False,"necrotic, psychic",,,,,,,,,I,,,I,,,
Basic Rules,344,Medium,Undead,0.5,False,"necrotic, poison","acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",radiant,R,R-N,R,R,,R,I,R-N,I,,V,R-N,R
Waterdeep: Dungeon of the Mad Mage,,Medium,Undead,9.0,False,"necrotic, poison","acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",radiant,R,R-N,R,R,,R,I,R-N,I,,V,R-N,R
Mordenkainen’s Tome of Foes,225,Medium,Humanoid,7.0,True,necrotic,,,,,,,,,I,,,,,,
Monster Manual,64,Medium,Fiend,4.0,False,"cold, lightning, poison","acid, fire, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",radiant,R,R-N,I,R,,I,R,R-N,I,,V,R-N,R
Guildmasters' Guide to Ravnica,205,Large,Aberration,9.0,False,,,radiant,,,,,,,,,,,V,,
Volo's Guide to Monsters,190,Medium,Monstrosity,2.0,True,,"bludgeoning, piercing, and slashing from nonmagical attacks while in dim light or darkness",,,R-ND,,,,,,R-ND,,,,R-ND,
Mordenkainen Presents: Monsters of the Multiverse,215,Medium,Monstrosity,2.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks while in dim light or darkness",,,R-ND,,,,,,R-ND,,,,R-ND,
Mordenkainen Presents: Monsters of the Multiverse,215,Medium,Monstrosity,3.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks while in dim light or darkness",,,R-ND,,,,,,R-ND,,,,R-ND,
Explorer's Guide to Wildemount,299,Medium,Undead,5.0,False,poison,necrotic,,,,,,,,R,,I,,,,
Strixhaven: A Curriculum of Chaos,212,Gargantuan,Dragon,22.0,False,"psychic, radiant",,,,,,,,,,,,I,I,,
Basic Rules,345,Large,Plant,5.0,False,lightning,"cold, fire",,,,R,R,,I,,,,,,,
The Sunless Citadel,242,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,69,Medium,Undead,4.0,False,"cold, necrotic, poison","acid, bludgeoning, fire, lightning, piercing, slashing, thunder",,R,R,I,R,,R,I,R,I,,,R,R
Basic Rules,345,Large,Construct,7.0,False,poison,,,,,,,,,,,I,,,,
Eberron: Rising from the Last War,319,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,208,Medium,Humanoid,4.0,False,,acid,,R,,,,,,,,,,,,
Locathah Rising,,Medium,Humanoid,6.0,False,,"acid, lightning, thunder",,R,,,,,R,,,,,,,R
Mordenkainen Presents: Monsters of the Multiverse,216,Large,Fiend,8.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Volo's Guide to Monsters,137,Large,Fiend,8.0,True,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Basic Rules,309,Medium,Plant,0.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,137,Huge,Fiend,18.0,True,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,217,Huge,Fiend,18.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Lost Mine of Phandelver,61,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,303,Medium,Dragon,2.0,False,cold,,,,,I,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,214,Medium or Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,214,Medium or Small,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,215,Medium or Small,Humanoid,7.0,False,,radiant,,,,,,,,,,,,R,,
Strixhaven: A Curriculum of Chaos,215,Medium or Small,Humanoid,7.0,False,,necrotic,,,,,,,,R,,,,,,
The Sunless Citadel,243,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Infernal Machine Rebuild,56,Medium,Humanoid,5.0,False,,fire,,,,,R,,,,,,,,,
Guildmasters' Guide to Ravnica,197,Huge,Fiend,12.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Tomb of Horrors,243,Medium,Fey,3.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,218,Medium,Fey,8.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Small,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Undead,0.5,False,poison,,bludgeoning,,V,,,,,,,I,,,,
Ghosts of Saltmarsh,,Large,Undead,5.0,False,poison,,bludgeoning,,V,,,,,,,I,,,,
Ghosts of Saltmarsh,,Large,Undead,2.0,False,poison,"slashing, piercing",bludgeoning,,V,,,,,,R,I,,,R,
Basic Rules,152,Medium,Undead,0.25,False,poison,,bludgeoning,,V,,,,,,,I,,,,
Explorer's Guide to Wildemount,221,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,205,Huge,Aberration,15.0,False,,,radiant,,,,,,,,,,,V,,
Candlekeep Mysteries,136,Medium,Construct,5.0,False,"lightning, poison",,,,,,,,I,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,219,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,227,Medium,Humanoid,0.5,True,radiant,,,,,,,,,,,,,I,,
