Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
MM,233.0,undead,generic,N,4.0,2,15.0,15,16,12,15,15,16,2.0,3.0,1.0,2.0,2.0,3.0,False,False,False,False,False,False,2,3,1,2,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,234.0,monstrosity,generic,N,10.0,4,18.0,19,18,16,16,19,18,4.0,4.0,3.0,3.0,4.0,4.0,False,True,True,True,True,True,4,8,7,7,8,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,234.0,monstrosity,generic,N,8.0,3,15.0,18,17,14,16,15,16,4.0,3.0,2.0,3.0,2.0,3.0,False,True,True,False,True,True,4,6,5,3,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,215.0,humanoid,generic,N,17.0,6,19.0,9,15,12,23,18,21,-1.0,2.0,1.0,6.0,4.0,5.0,False,False,False,True,True,True,-1,2,1,12,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,236.0,fey,generic,N,2.0,2,15.0,10,16,11,15,10,18,0.0,3.0,0.0,2.0,0.0,4.0,False,False,False,False,False,False,0,3,0,2,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,62.0,fiend,generic,N,13.0,5,18.0,21,10,22,19,12,15,5.0,0.0,6.0,4.0,1.0,2.0,False,False,True,True,True,True,5,0,11,9,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
OotA,232.0,humanoid,unique,N,2.0,2,15.0,9,14,13,14,5,16,-1.0,2.0,1.0,2.0,-3.0,3.0,False,True,False,False,False,True,-1,4,1,2,-3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MToF,167.0,fiend,generic,N,13.0,5,20.0,20,10,17,16,14,19,5.0,0.0,3.0,3.0,2.0,4.0,False,True,True,False,False,True,5,5,8,3,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
IDRotF,276.0,undead,unique,N,6.0,3,11.0,7,13,10,17,12,17,-2.0,1.0,0.0,3.0,1.0,3.0,False,False,False,False,False,False,-2,1,0,3,1,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
VRGtR,238.0,undead,generic,N,7.0,3,12.0,8,15,17,17,13,10,-1.0,2.0,3.0,3.0,1.0,0.0,False,False,True,True,True,False,-1,2,6,6,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,False
VGtM,217.0,humanoid,generic,N,9.0,4,15.0,9,14,12,17,12,11,-1.0,2.0,1.0,3.0,1.0,0.0,False,False,False,True,True,False,-1,2,1,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,234.0,humanoid,generic,N,0.5,2,11.0,10,13,15,16,11,10,0.0,1.0,2.0,3.0,0.0,0.0,False,False,False,False,False,False,0,1,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,180.0,aberration,generic,N,3.0,2,15.0,6,16,14,13,12,15,-2.0,3.0,2.0,1.0,1.0,2.0,False,False,False,False,False,False,-2,3,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,179.0,aberration,generic,N,0.125,2,11.0,3,13,10,6,10,9,-4.0,1.0,0.0,-2.0,0.0,-1.0,False,False,False,False,False,False,-4,1,0,-2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,180.0,aberration,generic,N,4.0,2,15.0,6,16,14,16,12,18,-2.0,3.0,2.0,3.0,1.0,4.0,False,False,False,False,True,False,-2,3,2,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,181.0,aberration,generic,N,13.0,5,16.0,27,7,21,3,16,12,8.0,-2.0,5.0,-4.0,3.0,1.0,False,False,False,True,True,True,8,-2,5,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
TftYP,240.0,fey,unique,N,2.0,2,13.0,10,17,12,13,14,16,0.0,3.0,1.0,1.0,2.0,3.0,False,False,False,False,False,False,0,3,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,296.0,fiend,generic,N,3.0,2,12.0,18,12,20,12,10,12,4.0,1.0,5.0,1.0,0.0,1.0,False,False,False,False,False,False,4,1,5,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
RoT,91.0,humanoid,unique,N,9.0,4,17.0,8,17,15,16,13,18,-1.0,3.0,2.0,3.0,1.0,4.0,False,False,True,False,True,False,-1,3,6,3,5,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
BGDiA,233.0,humanoid,generic,N,0.25,2,12.0,11,15,12,10,11,14,0.0,2.0,1.0,0.0,0.0,2.0,False,False,False,False,False,False,0,2,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,235.0,fiend,generic,N,3.0,2,13.0,18,15,16,10,13,15,4.0,2.0,3.0,0.0,1.0,2.0,False,False,False,False,False,False,4,2,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,221.0,fiend,generic,N,11.0,4,18.0,19,15,18,14,17,20,4.0,2.0,4.0,2.0,3.0,5.0,False,False,True,False,True,False,4,2,8,2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MToF,216.0,undead,generic,N,20.0,6,14.0,22,19,24,6,9,8,6.0,4.0,7.0,-2.0,-1.0,-1.0,False,False,True,False,False,False,6,4,13,-2,-1,-1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
WDH,212.0,construct,generic,N,4.0,2,18.0,12,18,17,8,10,6,1.0,4.0,3.0,-1.0,0.0,-2.0,False,True,False,False,False,False,1,6,3,-1,0,-2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
BGDiA,170.0,humanoid,unique,N,5.0,3,15.0,12,18,14,13,17,14,1.0,4.0,2.0,1.0,3.0,2.0,False,True,False,True,False,False,1,7,2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CM,197.0,fey,unique,LL,16.0,5,17.0,16,24,16,17,15,24,3.0,7.0,3.0,3.0,2.0,7.0,True,True,False,False,True,False,8,12,3,3,7,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
GGtR,214.0,dragon,unique,L,26.0,8,22.0,29,14,29,30,17,25,9.0,2.0,9.0,10.0,3.0,7.0,False,False,True,True,True,False,9,2,17,18,11,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,348.0,humanoid,generic,N,0.125,2,15.0,11,12,11,12,14,16,0.0,1.0,0.0,1.0,2.0,3.0,False,False,False,False,False,False,0,1,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VRGtR,239.0,undead,generic,N,8.0,3,17.0,20,18,21,6,17,14,5.0,4.0,5.0,-2.0,3.0,2.0,False,True,True,False,True,False,5,7,8,-2,6,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,236.0,aberration,generic,N,2.0,2,15.0,14,16,16,13,10,8,2.0,3.0,3.0,1.0,0.0,-1.0,False,False,False,False,False,False,2,3,3,1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,239.0,fiend,generic,N,0.5,2,13.0,16,11,13,3,8,1,3.0,0.0,1.0,-4.0,-1.0,-5.0,False,False,False,False,False,False,3,0,1,-4,-1,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,168.0,fiend,generic,N,0.5,2,13.0,16,11,13,3,8,1,3.0,0.0,1.0,-4.0,-1.0,-5.0,False,False,False,False,False,False,3,0,1,-4,-1,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,314.0,fiend,generic,N,9.0,4,18.0,20,11,19,12,10,15,5.0,0.0,4.0,1.0,0.0,2.0,False,False,False,False,False,False,5,0,4,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MOoT,233.0,monstrosity,generic,N,1.0,2,14.0,16,14,12,3,13,10,3.0,2.0,1.0,-4.0,1.0,0.0,False,False,False,False,False,False,3,2,1,-4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MToF,126.0,construct,generic,N,5.0,3,16.0,12,18,15,3,10,1,1.0,4.0,2.0,-4.0,0.0,-5.0,False,False,False,False,False,False,1,4,2,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
MToF,217.0,ooze,generic,N,0.25,2,13.0,8,16,15,14,11,10,-1.0,3.0,2.0,2.0,0.0,0.0,False,False,False,True,False,True,-1,3,2,4,0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MToF,218.0,ooze,generic,N,5.0,3,14.0,8,19,16,19,12,15,-1.0,4.0,3.0,4.0,1.0,2.0,False,False,False,True,False,True,-1,4,3,7,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
GoS,246.0,humanoid,unique,N,0.5,2,12.0,15,12,16,11,12,10,2.0,1.0,3.0,0.0,1.0,0.0,False,False,True,False,False,False,2,1,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,243.0,ooze,generic,N,2.0,2,8.0,15,6,14,2,6,1,2.0,-2.0,2.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,2,-2,2,-4,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,326.0,beast,generic,N,1.0,2,11.0,17,13,13,4,10,4,3.0,1.0,1.0,-3.0,0.0,-3.0,False,False,False,False,False,False,3,1,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,237.0,giant,generic,N,2.0,2,11.0,19,8,16,5,7,7,4.0,-1.0,3.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,220.0,giant,generic,N,4.0,2,14.0,19,8,16,5,7,7,4.0,-1.0,3.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,220.0,giant,generic,N,2.0,2,13.0,19,12,16,5,7,7,4.0,1.0,3.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,4,1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,221.0,giant,generic,N,3.0,2,11.0,19,8,16,5,7,7,4.0,-1.0,3.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,221.0,giant,generic,N,2.0,2,13.0,19,8,16,5,7,7,4.0,-1.0,3.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,316.0,undead,generic,N,2.0,2,8.0,19,6,18,3,6,5,4.0,-2.0,4.0,-4.0,-2.0,-3.0,False,False,False,False,True,False,4,-2,4,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PotA,216.0,elemental,unique,LL,20.0,6,20.0,26,11,28,11,15,22,8.0,0.0,9.0,0.0,2.0,6.0,True,False,True,False,True,False,14,0,15,0,8,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True
MToF,251.0,fiend,generic,N,12.0,4,17.0,19,17,18,17,16,19,4.0,3.0,4.0,3.0,3.0,4.0,False,False,True,False,True,False,4,3,8,3,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
PotA,218.0,elemental,unique,LL,18.0,6,18.0,21,22,24,17,18,23,5.0,6.0,7.0,3.0,4.0,6.0,True,False,True,False,True,False,11,6,13,3,10,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True
PotA,207.0,humanoid,generic,N,3.0,2,15.0,10,14,12,13,13,17,0.0,2.0,1.0,1.0,1.0,3.0,False,False,False,False,False,False,0,2,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,239.0,giant,generic,N,7.0,3,16.0,19,11,16,14,12,15,4.0,0.0,3.0,2.0,1.0,2.0,False,True,True,False,True,True,4,3,6,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,241.0,undead,unique,N,10.0,4,9.0,16,1,20,17,10,16,3.0,-5.0,5.0,3.0,0.0,3.0,False,False,False,True,True,False,3,-5,5,7,4,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,False
MOoT,238.0,humanoid,generic,N,4.0,2,15.0,10,14,12,13,16,15,0.0,2.0,1.0,1.0,3.0,2.0,False,False,False,False,True,True,0,2,1,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,200.0,humanoid,unique,L,15.0,5,15.0,12,15,16,21,20,18,1.0,2.0,3.0,5.0,5.0,4.0,False,False,True,True,True,True,1,2,8,10,10,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,246.0,humanoid,generic,N,0.5,2,13.0,16,12,16,7,11,10,3.0,1.0,3.0,-2.0,0.0,0.0,False,False,False,False,False,False,3,1,3,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,183.0,humanoid,generic,N,4.0,2,18.0,17,11,17,10,12,14,3.0,0.0,3.0,0.0,1.0,2.0,False,False,False,False,True,False,3,0,3,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,183.0,humanoid,generic,N,2.0,2,14.0,14,15,16,10,15,11,2.0,2.0,3.0,0.0,2.0,0.0,False,False,False,False,False,False,2,2,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,247.0,humanoid,generic,N,2.0,2,16.0,16,12,16,9,13,12,3.0,1.0,3.0,-1.0,1.0,1.0,False,False,False,False,False,False,3,1,3,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,184.0,humanoid,generic,N,2.0,2,12.0,12,11,16,11,14,9,1.0,0.0,3.0,0.0,2.0,-1.0,False,False,False,False,False,False,1,0,3,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,184.0,humanoid,generic,N,0.5,2,9.0,15,8,16,7,11,7,2.0,-1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,-1,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,185.0,humanoid,generic,N,3.0,2,15.0,11,16,15,9,11,9,0.0,3.0,2.0,-1.0,0.0,-1.0,False,False,False,False,False,False,0,3,2,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,246.0,humanoid,generic,N,4.0,2,16.0,18,12,18,11,11,16,4.0,1.0,4.0,0.0,0.0,3.0,True,False,True,False,True,False,6,1,6,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,153.0,fiend,unique,LL,26.0,8,20.0,27,14,25,20,20,25,8.0,2.0,7.0,5.0,5.0,7.0,False,True,True,False,True,False,8,10,15,5,13,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
OotA,245.0,fiend,unique,LL,26.0,8,20.0,27,14,25,20,20,25,8.0,2.0,7.0,5.0,5.0,7.0,False,True,True,False,True,False,8,10,15,5,13,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MOoT,237.0,fey,generic,N,4.0,2,16.0,14,14,12,11,13,18,2.0,2.0,1.0,0.0,1.0,4.0,False,False,False,False,False,False,2,2,1,0,1,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
PotA,211.0,humanoid,unique,N,2.0,2,14.0,8,13,14,16,9,11,-1.0,1.0,2.0,3.0,-1.0,0.0,False,False,False,False,True,False,-1,1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,201.0,humanoid,generic,N,9.0,4,16.0,11,14,18,20,12,12,0.0,2.0,4.0,5.0,1.0,1.0,False,False,True,True,True,True,0,2,8,9,5,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,202.0,humanoid,generic,N,4.0,2,16.0,10,14,12,17,15,18,0.0,2.0,1.0,3.0,2.0,4.0,False,False,False,True,True,True,0,2,1,5,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,247.0,humanoid,generic,N,2.0,2,18.0,18,12,18,12,11,12,4.0,1.0,4.0,1.0,0.0,1.0,False,False,False,False,False,False,4,1,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,169.0,fiend,generic,N,10.0,4,17.0,22,16,21,15,15,16,6.0,3.0,5.0,2.0,2.0,3.0,False,True,True,False,True,False,6,7,9,2,6,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
GGtR,202.0,giant,generic,N,6.0,3,18.0,23,13,21,12,13,8,6.0,1.0,5.0,1.0,1.0,-1.0,False,True,True,False,True,False,6,4,8,1,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,96.0,dragon,unique,N,3.0,2,15.0,18,20,13,14,12,16,4.0,5.0,1.0,2.0,1.0,3.0,False,False,False,False,False,False,4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,248.0,aberration,generic,N,5.0,3,14.0,16,11,19,6,13,6,3.0,0.0,4.0,-2.0,1.0,-2.0,False,False,True,False,False,False,3,0,7,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,249.0,monstrosity,generic,N,3.0,2,13.0,20,12,17,3,12,7,5.0,1.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,5,1,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,309.0,monstrosity,generic,N,3.0,2,13.0,20,12,17,3,12,7,5.0,1.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,5,1,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,208.0,beast,generic,N,0.25,2,10.0,18,10,14,2,10,4,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4,0,2,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,333.0,beast,generic,N,0.25,2,12.0,14,15,10,3,14,7,2.0,2.0,0.0,-4.0,2.0,-2.0,False,False,False,False,False,False,2,2,0,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,250.0,celestial,generic,N,2.0,2,12.0,18,15,16,10,15,13,4.0,2.0,3.0,0.0,2.0,1.0,False,True,False,False,True,True,4,4,3,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,226.0,construct,generic,N,2.0,2,16.0,15,14,12,10,10,13,2.0,2.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,2,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,251.0,monstrosity,generic,N,2.0,2,13.0,16,12,13,9,12,10,3.0,1.0,1.0,-1.0,1.0,0.0,False,False,False,False,False,False,3,1,1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,245.0,monstrosity,unique,L,11.0,4,14.0,19,14,16,9,14,10,4.0,2.0,3.0,-1.0,2.0,0.0,True,True,False,False,True,False,8,6,3,-1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,203.0,monstrosity,generic,N,0.25,2,13.0,11,14,17,5,13,4,0.0,2.0,3.0,-3.0,1.0,-3.0,False,False,False,False,False,False,0,2,3,-3,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CoS,235.0,undead,generic,N,3.0,2,16.0,16,11,16,8,10,15,3.0,0.0,3.0,-1.0,0.0,2.0,False,False,False,False,False,False,3,0,3,-1,0,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
HotDQ,91.0,humanoid,unique,N,3.0,2,15.0,15,12,18,11,16,7,2.0,1.0,4.0,0.0,3.0,-2.0,True,False,True,False,False,False,4,1,6,0,3,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,334.0,monstrosity,generic,N,3.0,2,13.0,15,15,12,6,10,6,2.0,2.0,1.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,2,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,199.0,elemental,legendary,L,16.0,5,18.0,19,26,25,2,21,18,4.0,8.0,7.0,-4.0,5.0,4.0,False,False,False,False,True,True,4,8,7,-4,10,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False
MOoT,239.0,undead,generic,N,9.0,4,18.0,20,15,18,10,16,14,5.0,2.0,4.0,0.0,3.0,2.0,False,False,True,False,True,False,5,2,8,0,7,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
CoS,236.0,construct,unique,N,0.25,2,14.0,10,14,11,8,13,10,0.0,2.0,0.0,-1.0,1.0,0.0,False,False,False,False,False,False,0,2,0,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MM,252.0,monstrosity,generic,N,0.5,2,15.0,10,13,16,1,7,3,0.0,1.0,3.0,-5.0,-2.0,-4.0,False,False,False,False,False,False,0,1,3,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,247.0,humanoid,generic,N,0.5,2,12.0,16,11,13,11,10,13,3.0,0.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,3,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
