Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,D-CR DMG,O-CR DMG,CR DMG,XP DMG,eHP,D-eCR,eDPR,O-eCR,eCR,eXP
GoS,256.0,monstrosity,unique,L,6.0,3,2300.0,93.5,12.0,133.0,12.0,7.0,7.0,43.0,4.0,6.0,5.0,1800.0,133.0,4.0,54.9,7.0,5.0,1825.0
MM,288.0,humanoid,generic,N,1.0,2,200.0,33.0,15.0,33.0,15.0,3.0,3.0,10.0,0.5,1.0,0.5,100.0,38.2,0.25,10.5,1.0,0.5,100.0
SKT,99.0,undead,generic,N,3.0,2,700.0,68.0,15.0,68.0,15.0,7.0,7.0,18.0,1.0,4.0,2.0,450.0,78.7,1.0,23.0,3.0,2.0,452.0
PotA,192.0,humanoid,unique,N,3.0,2,700.0,70.5,16.0,71.0,19.0,5.0,5.0,23.333334,4.0,3.0,3.0,700.0,99.9,2.0,27.0,3.0,3.0,675.0
RoT,92.0,fiend,unique,L,30.0,9,155000.0,615.0,25.0,1106.3,29.0,19.0,19.0,480.0,30.0,30.0,30.0,155000.0,2535.5,30.0,1100.2,30.0,30.0,697382.0
FToD,166.0,dragon,unique,L,30.0,9,155000.0,574.0,23.0,905.0,25.0,19.0,19.0,198.16667,30.0,27.0,28.0,120000.0,1706.5,30.0,454.2,27.0,30.0,193775.0
MToF,178.0,fiend,unique,L,16.0,5,15000.0,127.5,20.0,308.8,24.0,9.0,9.0,50.0,19.0,8.0,13.0,10000.0,554.5,20.0,70.4,8.0,13.0,9752.0
VGtM,193.0,monstrosity,generic,N,5.0,3,1800.0,85.0,15.0,85.0,15.0,6.0,6.0,28.0,2.0,4.0,3.0,700.0,98.4,2.0,34.0,4.0,3.0,837.0
MM,329.0,beast,generic,N,1.0,2,200.0,39.0,11.0,39.0,11.0,4.0,4.0,15.333333,0.125,2.0,1.0,200.0,37.1,0.25,16.9,2.0,0.5,157.0
IDRotF,310.0,construct,generic,N,10.0,4,5900.0,207.0,17.0,207.0,17.0,10.0,10.0,54.0,10.0,9.0,9.0,5000.0,264.2,10.0,79.8,10.0,10.0,5269.0
MOoT,254.0,monstrosity,unique,L,26.0,8,90000.0,409.5,22.0,623.8,24.0,18.0,18.0,153.0,27.0,24.0,25.0,75000.0,1120.2,29.0,334.0,24.0,26.0,93528.0
BGDiA,112.0,monstrosity,unique,N,11.0,4,7200.0,168.0,17.0,210.0,17.0,11.0,11.0,59.0,10.0,11.0,10.0,5900.0,268.0,10.0,91.5,11.0,10.0,6133.0
MToF,242.0,humanoid,generic,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,26.0,1.0,3.0,2.0,450.0,42.1,0.25,28.7,3.0,1.0,302.0
VGtM,218.0,humanoid,generic,N,5.0,3,1800.0,40.5,12.0,60.0,17.0,6.0,6.0,67.333336,2.0,10.0,6.0,2300.0,76.6,1.0,81.8,10.0,5.0,1567.0
VGtM,194.0,monstrosity,generic,N,3.0,2,700.0,85.0,13.0,85.0,13.0,6.0,6.0,20.0,1.0,3.0,2.0,450.0,89.3,1.0,24.3,3.0,2.0,542.0
MM,289.0,plant,generic,N,9.0,4,5000.0,138.0,16.0,207.0,16.0,10.0,10.0,42.666668,10.0,8.0,9.0,5000.0,251.6,9.0,63.0,8.0,8.0,3965.0
MM,80.0,beast,generic,N,5.0,3,1800.0,95.0,13.0,95.0,13.0,9.0,9.0,31.333334,2.0,6.0,4.0,1100.0,99.8,2.0,44.1,5.0,4.0,1099.0
MOoT,245.0,humanoid,generic,N,8.0,3,3900.0,105.0,15.0,135.0,17.0,7.0,7.0,76.0,6.0,12.0,9.0,5000.0,172.3,6.0,97.0,11.0,8.0,4178.0
MOoT,244.0,humanoid,generic,N,2.0,2,450.0,32.5,13.0,32.0,17.0,5.0,5.0,32.0,1.0,4.0,2.0,450.0,40.8,0.25,37.0,4.0,2.0,378.0
WDotMM,294.0,construct,unique,N,22.0,7,41000.0,210.0,20.0,488.8,27.0,12.0,12.0,120.666664,26.0,20.0,23.0,50000.0,1016.1,28.0,196.6,20.0,23.0,49928.0
OotA,229.0,humanoid,generic,N,3.0,2,700.0,59.5,14.0,59.0,15.0,6.0,6.0,22.0,1.0,4.0,2.0,450.0,68.3,0.5,26.7,3.0,2.0,457.0
MM,291.0,giant,generic,N,5.0,3,1800.0,84.0,15.0,114.0,15.0,7.0,7.0,29.0,4.0,5.0,4.0,1100.0,132.0,4.0,37.0,4.0,4.0,1221.0
MToF,243.0,giant,generic,N,13.0,5,10000.0,172.5,15.0,252.5,15.0,11.0,11.0,82.0,12.0,14.0,13.0,10000.0,292.3,11.0,127.2,15.0,13.0,9296.0
WDotMM,154.0,giant,generic,N,8.0,3,3900.0,84.0,15.0,114.0,15.0,7.0,7.0,62.0,4.0,9.0,6.0,2300.0,132.0,4.0,79.1,9.0,7.0,2611.0
HotDQ,65.0,giant,generic,N,6.0,3,2300.0,84.0,15.0,114.0,15.0,7.0,7.0,58.0,4.0,9.0,6.0,2300.0,132.0,4.0,74.0,9.0,6.0,2442.0
IDRotF,295.0,giant,generic,N,8.0,3,3900.0,115.0,16.0,145.0,16.0,7.0,7.0,66.0,5.0,10.0,7.0,2900.0,176.2,6.0,84.2,10.0,8.0,3712.0
MToF,244.0,giant,generic,N,9.0,4,5000.0,138.0,16.0,138.0,16.0,8.0,8.0,66.0,5.0,10.0,7.0,2900.0,167.7,5.0,88.4,10.0,8.0,3709.0
MToF,244.0,giant,generic,N,11.0,4,7200.0,97.5,17.0,294.4,17.0,7.0,7.0,47.0,15.0,7.0,11.0,7200.0,375.7,14.0,60.0,7.0,10.0,5634.0
MToF,245.0,giant,generic,N,7.0,3,2900.0,94.5,15.0,124.0,15.0,7.0,7.0,50.0,4.0,7.0,5.0,1800.0,143.5,4.0,63.8,8.0,6.0,2290.0
GGtR,252.0,fey,unique,L,18.0,6,20000.0,252.0,17.0,342.0,21.0,16.0,16.0,107.0,20.0,20.0,20.0,25000.0,530.6,20.0,211.9,20.0,20.0,28100.0
ERftLW,307.0,aberration,generic,N,7.0,3,2900.0,68.0,16.0,136.0,16.0,6.0,6.0,39.0,5.0,6.0,5.0,1800.0,165.3,5.0,47.4,6.0,5.0,1959.0
SKT,107.0,plant,unique,N,9.0,4,5000.0,138.0,16.0,300.0,16.0,10.0,10.0,42.666668,15.0,8.0,11.0,7200.0,364.7,14.0,63.0,8.0,10.0,5747.0
MOoT,215.0,monstrosity,generic,N,2.0,2,450.0,39.0,12.0,39.0,12.0,5.0,5.0,24.0,0.25,3.0,2.0,450.0,39.0,0.25,27.8,3.0,1.0,271.0
MOoT,246.0,monstrosity,generic,N,15.0,5,13000.0,195.5,17.0,255.0,17.0,12.0,12.0,108.333336,13.0,18.0,15.0,13000.0,325.5,12.0,176.5,19.0,16.0,14358.0
MM,80.0,beast,generic,N,8.0,3,3900.0,136.5,13.0,136.0,13.0,10.0,10.0,53.0,4.0,9.0,6.0,2300.0,142.8,4.0,78.3,9.0,7.0,2795.0
BGDiA,70.0,humanoid,unique,N,5.0,3,1800.0,112.5,20.0,112.0,20.0,7.0,7.0,32.0,6.0,5.0,5.0,1800.0,165.5,5.0,40.8,5.0,5.0,1690.0
VGtM,175.0,aberration,generic,N,9.0,4,5000.0,127.5,15.0,127.0,19.0,9.0,9.0,58.333332,6.0,10.0,8.0,3900.0,178.7,6.0,82.1,10.0,8.0,3667.0
MM,314.0,fiend,generic,N,13.0,5,10000.0,153.0,19.0,191.3,21.0,8.0,8.0,53.0,11.0,8.0,9.0,5000.0,296.7,11.0,71.0,8.0,10.0,5268.0
MM,292.0,monstrosity,generic,N,5.0,3,1800.0,93.5,18.0,93.0,22.0,8.0,12.0,32.0,6.0,7.0,6.0,2300.0,151.5,5.0,52.1,6.0,5.0,1974.0
GGtR,222.0,monstrosity,generic,N,6.0,3,2300.0,120.0,16.0,150.0,18.0,7.0,7.0,32.666668,7.0,5.0,6.0,2300.0,201.0,7.0,41.7,5.0,6.0,2095.0
MOoT,215.0,monstrosity,generic,N,6.0,3,2300.0,104.5,16.0,104.0,16.0,8.0,8.0,56.0,4.0,8.0,6.0,2300.0,126.4,4.0,75.0,9.0,6.0,2372.0
ERftLW,311.0,undead,generic,N,2.0,2,450.0,26.0,17.0,52.0,17.0,5.0,5.0,30.0,2.0,4.0,3.0,700.0,66.4,0.5,34.7,4.0,2.0,576.0
SKT,243.0,humanoid,generic,N,2.0,2,450.0,38.5,13.0,28.0,13.0,4.0,4.0,30.0,0.125,4.0,2.0,450.0,29.4,0.125,33.1,4.0,1.0,243.0
WDH,217.0,humanoid,unique,N,13.0,5,10000.0,126.5,14.0,126.0,21.0,12.0,12.0,161.0,7.0,22.0,14.0,11500.0,195.5,7.0,262.3,22.0,15.0,12815.0
MM,297.0,undead,legendary,L,13.0,5,10000.0,144.5,16.0,367.5,18.0,9.0,9.0,50.0,20.0,8.0,14.0,11500.0,492.5,19.0,70.4,8.0,12.0,8662.0
MM,298.0,undead,generic,N,5.0,3,1800.0,82.5,15.0,181.5,15.0,6.0,6.0,18.333334,8.0,3.0,5.0,1800.0,210.1,8.0,22.3,3.0,4.0,1171.0
MM,298.0,undead,legendary,L,15.0,5,13000.0,144.5,16.0,367.5,18.0,9.0,9.0,62.333332,20.0,10.0,15.0,13000.0,492.5,19.0,87.7,10.0,14.0,10799.0
MM,298.0,undead,legendary,L,15.0,5,13000.0,144.5,18.0,367.5,20.0,9.0,9.0,47.0,20.0,8.0,14.0,11500.0,543.0,20.0,66.1,8.0,13.0,8977.0
GGtR,223.0,undead,generic,N,8.0,3,3900.0,90.0,16.0,270.0,19.0,7.0,7.0,29.0,14.0,5.0,9.0,5000.0,379.9,15.0,37.0,4.0,8.0,3515.0
GoS,256.0,construct,unique,L,8.0,3,3900.0,114.0,14.0,174.0,14.0,6.0,10.0,60.0,7.0,10.0,8.0,3900.0,191.8,7.0,88.6,10.0,9.0,4251.0
MToF,247.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,4.0,2.0,3.0,700.0,126.0,4.0,11.6,1.0,2.0,365.0
TftYP,247.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,4.0,2.0,3.0,700.0,126.0,4.0,11.6,1.0,2.0,365.0
PotA,203.0,humanoid,unique,LL,9.0,4,5000.0,112.5,15.0,187.0,20.0,8.0,8.0,104.666664,10.0,16.0,13.0,10000.0,276.3,10.0,140.3,16.0,13.0,9688.0
PotA,203.0,humanoid,unique,L,9.0,4,5000.0,112.5,15.0,152.0,20.0,8.0,8.0,67.333336,8.0,10.0,9.0,5000.0,224.6,8.0,90.2,11.0,9.0,5066.0
VGtM,194.0,fiend,generic,N,1.0,2,200.0,13.5,12.0,26.0,12.0,4.0,4.0,15.0,0.125,2.0,1.0,200.0,26.0,0.125,16.5,2.0,0.5,107.0
VGtM,197.0,plant,generic,N,2.0,2,450.0,33.0,14.0,48.0,15.0,4.0,4.0,14.0,0.5,1.0,0.5,100.0,55.6,0.5,15.4,2.0,1.0,214.0
IDRotF,273.0,humanoid,unique,N,4.0,2,1100.0,67.5,13.0,74.0,13.0,6.0,6.0,28.666666,1.0,4.0,2.0,450.0,77.7,1.0,34.8,4.0,3.0,677.0
IDRotF,311.0,giant,generic,N,5.0,3,1800.0,119.0,14.0,119.0,16.0,7.0,7.0,34.0,5.0,5.0,5.0,1800.0,144.6,4.0,43.4,5.0,5.0,1569.0
IDRotF,311.0,giant,generic,N,4.0,2,1100.0,85.0,14.0,85.0,14.0,6.0,6.0,28.0,1.0,4.0,2.0,450.0,93.7,2.0,34.0,4.0,3.0,797.0
MM,350.0,humanoid,generic,N,3.0,2,700.0,58.5,17.0,59.0,17.0,5.0,5.0,20.0,2.0,3.0,2.0,450.0,75.3,1.0,23.2,3.0,2.0,436.0
WDH,218.0,humanoid,unique,N,10.0,4,5900.0,97.5,15.0,97.0,15.0,7.0,7.0,69.333336,3.0,11.0,7.0,2900.0,112.3,3.0,88.5,10.0,6.0,2484.0
CoS,241.0,undead,unique,N,7.0,3,2900.0,171.0,17.0,222.0,19.0,9.0,9.0,40.0,12.0,7.0,9.0,5000.0,312.4,12.0,56.3,7.0,9.0,4395.0
MM,64.0,fiend,generic,N,6.0,3,2300.0,104.5,15.0,156.0,19.0,6.0,6.0,24.0,8.0,4.0,6.0,2300.0,219.5,8.0,29.2,3.0,5.0,1601.0
MM,329.0,beast,generic,N,1.0,2,200.0,22.5,10.0,22.0,10.0,5.0,5.0,16.0,0.0,3.0,1.0,200.0,20.0,0.125,18.5,2.0,0.5,92.0
WDH,219.0,construct,generic,N,18.0,6,20000.0,314.5,17.0,392.5,19.0,16.0,16.0,72.666664,20.0,15.0,17.0,18000.0,552.3,20.0,143.9,16.0,18.0,19865.0
IDRotF,312.0,beast,generic,N,4.0,2,1100.0,85.5,9.0,85.0,9.0,8.0,8.0,31.0,0.25,5.0,3.0,700.0,73.4,1.0,41.5,5.0,3.0,763.0
VGtM,218.0,humanoid,generic,N,9.0,4,5000.0,117.0,18.0,117.0,18.0,7.0,7.0,69.333336,6.0,11.0,8.0,3900.0,156.8,5.0,88.5,10.0,8.0,3469.0
ERftLW,314.0,construct,legendary,L,25.0,8,75000.0,410.0,23.0,625.0,27.0,18.0,18.0,131.0,29.0,24.0,26.0,90000.0,1299.3,30.0,286.0,23.0,26.0,92888.0
ERftLW,320.0,humanoid,generic,N,1.0,2,200.0,30.0,16.0,30.0,16.0,5.0,5.0,12.0,0.25,2.0,1.0,200.0,36.5,0.25,13.9,1.0,0.5,127.0
ERftLW,315.0,construct,generic,N,8.0,3,3900.0,125.0,20.0,125.0,20.0,9.0,9.0,51.666668,7.0,9.0,8.0,3900.0,184.7,6.0,72.7,9.0,8.0,3357.0
ERftLW,300.0,humanoid,unique,L,18.0,6,20000.0,195.5,19.0,195.0,21.0,11.0,11.0,161.0,11.0,22.0,16.0,15000.0,302.5,12.0,249.8,22.0,18.0,18889.0
VGtM,219.0,humanoid,generic,N,7.0,3,2900.0,78.0,12.0,117.0,15.0,7.0,7.0,79.666664,4.0,12.0,8.0,3900.0,135.4,4.0,101.7,12.0,8.0,3443.0
VGtM,220.0,humanoid,generic,N,6.0,3,2300.0,91.0,12.0,91.0,15.0,7.0,7.0,52.0,3.0,8.0,5.0,1800.0,105.3,2.0,66.4,8.0,5.0,1748.0
VGtM,220.0,humanoid,legendary,L,12.0,4,8400.0,229.5,18.0,239.0,22.0,9.0,9.0,60.0,14.0,10.0,12.0,8400.0,389.3,15.0,84.4,10.0,12.0,8217.0
MToF,139.0,fiend,generic,N,13.0,5,10000.0,157.5,18.0,196.3,20.0,9.0,9.0,102.0,11.0,16.0,13.0,10000.0,290.0,11.0,143.5,16.0,14.0,10404.0
MM,125.0,elemental,generic,N,5.0,3,1800.0,114.0,14.0,171.0,14.0,7.0,7.0,34.666668,7.0,5.0,6.0,2300.0,188.5,7.0,44.2,5.0,6.0,2085.0
PotA,213.0,elemental,generic,N,7.0,3,2900.0,127.5,18.0,190.5,18.0,7.0,7.0,29.0,9.0,5.0,7.0,2900.0,255.3,9.0,37.0,4.0,6.0,2362.0
MM,299.0,elemental,generic,N,3.0,2,700.0,58.5,13.0,116.0,13.0,5.0,5.0,13.0,4.0,2.0,3.0,700.0,121.8,3.0,15.0,1.0,2.0,458.0
WDotMM,317.0,humanoid,generic,N,2.0,2,450.0,24.5,13.0,48.0,13.0,5.0,5.0,12.0,0.25,2.0,1.0,200.0,50.4,0.25,13.9,1.0,0.5,175.0
MM,208.0,humanoid,generic,N,5.0,3,1800.0,135.0,10.0,270.0,11.0,7.0,7.0,26.0,11.0,4.0,7.0,2900.0,257.1,10.0,33.2,4.0,6.0,2133.0
MM,209.0,humanoid,generic,N,4.0,2,1100.0,78.0,10.0,170.0,11.0,5.0,5.0,22.333334,5.0,3.0,4.0,1100.0,161.9,5.0,25.9,3.0,4.0,1046.0
MM,209.0,humanoid,generic,N,2.0,2,450.0,33.0,12.0,66.0,12.0,4.0,4.0,10.0,0.5,1.0,0.5,100.0,66.0,0.5,11.0,1.0,1.0,182.0
CoS,242.0,humanoid,generic,N,2.0,2,450.0,31.5,12.0,62.0,12.0,4.0,4.0,10.0,0.5,1.0,0.5,100.0,62.0,0.5,11.0,1.0,0.5,171.0
MM,210.0,humanoid,generic,N,4.0,2,1100.0,120.0,12.0,240.0,12.0,5.0,5.0,16.666666,10.0,3.0,6.0,2300.0,240.0,9.0,19.3,2.0,4.0,1158.0
MM,211.0,humanoid,generic,N,3.0,2,700.0,58.5,11.0,116.0,12.0,4.0,4.0,13.0,3.0,1.0,2.0,450.0,116.0,3.0,14.3,1.0,2.0,416.0
MM,102.0,dragon,generic,N,2.0,2,450.0,32.5,16.0,32.0,18.0,4.0,4.0,28.0,1.0,4.0,2.0,450.0,42.9,0.25,30.9,4.0,1.0,331.0
MM,101.0,dragon,legendary,L,13.0,5,10000.0,200.0,18.0,290.0,20.0,11.0,11.0,112.333336,16.0,18.0,17.0,18000.0,428.5,17.0,174.3,19.0,17.0,18667.0
MM,100.0,dragon,legendary,LL,20.0,6,25000.0,333.0,20.0,423.0,22.0,14.0,14.0,155.0,22.0,22.0,22.0,41000.0,689.0,22.0,278.4,23.0,23.0,47949.0
MM,101.0,dragon,generic,N,6.0,3,2300.0,133.0,17.0,133.0,19.0,7.0,7.0,54.666668,7.0,8.0,7.0,2900.0,187.1,7.0,69.8,8.0,7.0,3264.0
TftYP,248.0,ooze,unique,N,10.0,4,5900.0,217.0,5.0,217.0,5.0,8.0,8.0,93.0,4.0,15.0,9.0,5000.0,154.2,5.0,124.6,15.0,9.0,4805.0
PotA,211.0,humanoid,unique,N,2.0,2,450.0,36.0,11.0,36.0,16.0,4.0,4.0,24.666666,0.5,3.0,2.0,450.0,43.8,0.25,27.2,3.0,1.0,298.0
MM,300.0,undead,generic,N,3.0,2,700.0,45.0,14.0,90.0,14.0,4.0,4.0,14.0,2.0,1.0,1.0,200.0,99.2,2.0,15.4,2.0,2.0,383.0
MM,301.0,undead,generic,N,2.0,2,450.0,22.5,19.0,22.0,19.0,4.0,4.0,9.0,1.0,0.5,0.5,100.0,31.0,0.125,9.9,1.0,0.25,77.0
PotA,192.0,humanoid,unique,N,3.0,2,700.0,55.0,15.0,55.0,15.0,5.0,5.0,41.333332,1.0,6.0,3.0,700.0,63.7,0.5,47.8,6.0,3.0,762.0
MOoT,214.0,celestial,generic,N,4.0,2,1100.0,95.0,12.0,95.0,12.0,7.0,7.0,24.333334,2.0,4.0,3.0,700.0,95.0,2.0,31.1,4.0,3.0,738.0
MOoT,214.0,celestial,generic,N,4.0,2,1100.0,114.0,13.0,114.0,13.0,7.0,7.0,20.666666,3.0,4.0,3.0,700.0,119.7,3.0,26.4,3.0,3.0,789.0
GGtR,248.0,humanoid,generic,N,7.0,3,2900.0,78.0,12.0,78.0,15.0,7.0,7.0,47.666668,2.0,7.0,4.0,1100.0,90.3,2.0,60.8,7.0,4.0,1373.0
MOoT,247.0,aberration,generic,N,7.0,3,2900.0,110.5,17.0,110.0,17.0,7.0,7.0,49.0,5.0,7.0,6.0,2300.0,140.4,4.0,62.5,7.0,6.0,2195.0
MM,321.0,beast,generic,N,1.0,2,200.0,37.5,14.0,37.0,14.0,6.0,6.0,10.0,0.25,2.0,1.0,200.0,40.8,0.25,12.2,1.0,0.5,124.0
MM,340.0,monstrosity,generic,N,3.0,2,700.0,75.0,13.0,75.0,13.0,7.0,7.0,19.333334,1.0,4.0,2.0,450.0,78.8,1.0,24.7,3.0,2.0,486.0
VGtM,198.0,plant,generic,N,5.0,3,1800.0,75.0,18.0,105.0,18.0,7.0,7.0,28.0,5.0,5.0,5.0,1800.0,140.7,4.0,35.7,4.0,4.0,1257.0
GGtR,225.0,monstrosity,generic,N,14.0,5,11500.0,200.0,18.0,200.0,18.0,12.0,12.0,61.0,10.0,11.0,10.0,5900.0,268.0,10.0,99.4,11.0,11.0,6658.0
MM,303.0,dragon,generic,N,6.0,3,2300.0,110.5,13.0,110.0,13.0,7.0,7.0,48.0,3.0,7.0,5.0,1800.0,115.5,3.0,61.3,7.0,5.0,1769.0
ToA,236.0,humanoid,unique,N,7.0,3,2900.0,71.5,13.0,71.0,18.0,7.0,7.0,75.666664,3.0,12.0,7.0,2900.0,95.1,2.0,96.6,11.0,6.0,2297.0
IDRotF,287.0,humanoid,unique,N,5.0,3,1800.0,93.5,16.0,93.0,16.0,7.0,7.0,28.666666,3.0,5.0,4.0,1100.0,113.0,3.0,36.6,4.0,4.0,1034.0
MM,304.0,elemental,generic,N,5.0,3,1800.0,73.5,19.0,109.5,19.0,6.0,6.0,31.0,6.0,4.0,5.0,1800.0,154.1,5.0,37.7,4.0,5.0,1451.0
VGtM,200.0,humanoid,generic,N,1.0,2,200.0,22.5,12.0,28.0,15.0,3.0,3.0,15.666667,0.25,2.0,1.0,200.0,32.4,0.125,16.5,2.0,0.5,133.0
MToF,252.0,fiend,generic,N,11.0,4,7200.0,147.0,17.0,221.3,21.0,8.0,8.0,50.0,13.0,8.0,10.0,5900.0,343.2,13.0,67.0,8.0,10.0,5750.0
SKT,245.0,monstrosity,generic,N,4.0,2,1100.0,52.5,12.0,52.0,16.0,5.0,5.0,37.0,1.0,5.0,3.0,700.0,63.2,0.5,42.8,5.0,3.0,677.0
SKT,244.0,monstrosity,generic,N,3.0,2,700.0,60.0,11.0,60.0,11.0,6.0,6.0,36.0,0.25,5.0,3.0,700.0,57.1,0.5,43.8,5.0,3.0,625.0
PotA,220.0,elemental,unique,LL,18.0,6,20000.0,283.5,22.0,466.3,26.0,14.0,14.0,141.0,25.0,22.0,23.0,50000.0,923.1,26.0,253.2,22.0,23.0,58439.0
OotA,247.0,fiend,unique,LL,24.0,7,62000.0,348.0,22.0,547.5,26.0,16.0,16.0,183.0,27.0,25.0,26.0,90000.0,1084.0,29.0,362.3,25.0,27.0,98192.0
MToF,155.0,fiend,unique,LL,24.0,7,62000.0,333.5,20.0,528.8,24.0,16.0,16.0,141.0,25.0,23.0,24.0,62000.0,949.6,27.0,279.2,23.0,24.0,66272.0
ToA,237.0,plant,generic,N,2.0,2,450.0,60.5,6.0,90.0,6.0,3.0,3.0,13.0,0.25,1.0,0.5,100.0,67.2,0.5,13.7,1.0,1.0,229.0
OotA,,monstrosity,unique,L,4.0,2,1100.0,75.0,15.0,85.0,15.0,4.0,4.0,43.0,2.0,5.0,3.0,700.0,98.4,2.0,47.4,6.0,4.0,1166.0
VGtM,201.0,fey,generic,N,4.0,2,1100.0,51.0,14.0,102.0,14.0,6.0,6.0,25.0,3.0,4.0,3.0,700.0,112.5,3.0,30.4,4.0,3.0,854.0
MM,305.0,monstrosity,generic,N,3.0,2,700.0,51.0,12.0,51.0,12.0,6.0,6.0,30.0,0.25,4.0,2.0,450.0,51.0,0.25,36.5,4.0,2.0,465.0
MM,306.0,monstrosity,generic,N,9.0,4,5000.0,137.5,15.0,137.0,15.0,11.0,11.0,72.0,5.0,12.0,8.0,3900.0,158.6,5.0,111.7,13.0,9.0,4429.0
MM,65.0,fiend,generic,N,10.0,4,5900.0,136.0,15.0,170.0,19.0,6.0,6.0,52.0,9.0,8.0,8.0,3900.0,239.2,9.0,63.2,8.0,8.0,3780.0
IDRotF,163.0,monstrosity,generic,N,1.0,2,200.0,32.5,12.0,32.0,12.0,3.0,3.0,10.5,0.25,1.0,0.5,100.0,32.0,0.125,11.0,1.0,0.5,88.0
MM,308.0,monstrosity,generic,N,7.0,3,2900.0,127.5,15.0,127.0,17.0,6.0,6.0,44.0,5.0,6.0,5.0,1800.0,162.1,5.0,53.5,6.0,6.0,2167.0
VGtM,202.0,monstrosity,generic,N,12.0,4,8400.0,189.0,16.0,236.3,18.0,10.0,10.0,90.0,12.0,15.0,13.0,10000.0,316.6,12.0,133.0,15.0,14.0,10525.0
VGtM,203.0,humanoid,generic,N,2.0,2,450.0,45.5,14.0,45.0,16.0,4.0,4.0,16.0,0.5,2.0,1.0,200.0,54.7,0.5,17.6,2.0,1.0,241.0
MM,309.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,0.5,3.0,2.0,450.0,72.8,1.0,27.8,3.0,2.0,505.0
VGtM,96.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,0.5,3.0,2.0,450.0,72.8,1.0,27.8,3.0,2.0,505.0
VGtM,96.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,0.5,3.0,2.0,450.0,72.8,1.0,27.8,3.0,2.0,505.0
VGtM,204.0,monstrosity,generic,N,4.0,2,1100.0,71.5,14.0,80.0,16.0,5.0,5.0,28.666666,2.0,4.0,3.0,700.0,97.2,2.0,33.2,4.0,3.0,807.0
VGtM,205.0,monstrosity,generic,N,4.0,2,1100.0,71.5,14.0,71.0,16.0,5.0,5.0,26.666666,2.0,4.0,3.0,700.0,86.3,1.0,30.9,4.0,3.0,666.0
VGtM,206.0,monstrosity,generic,N,5.0,3,1800.0,88.0,14.0,88.0,16.0,5.0,5.0,49.333332,3.0,7.0,5.0,1800.0,107.0,3.0,57.1,7.0,5.0,1527.0
MM,310.0,humanoid,generic,N,1.0,2,200.0,40.5,11.0,40.0,13.0,3.0,3.0,11.0,0.25,1.0,0.5,100.0,42.0,0.25,11.6,1.0,0.5,121.0
TftYP,248.0,humanoid,unique,N,1.0,2,200.0,16.5,12.0,16.0,15.0,6.0,6.0,20.0,0.25,3.0,2.0,450.0,18.5,0.125,24.3,3.0,0.5,113.0
MToF,201.0,elemental,legendary,L,22.0,7,41000.0,307.5,21.0,397.0,21.0,17.0,17.0,138.0,21.0,23.0,22.0,41000.0,615.9,21.0,286.9,23.0,22.0,44173.0
MToF,180.0,fiend,unique,LL,26.0,8,90000.0,580.0,21.0,730.0,25.0,16.0,16.0,169.33333,30.0,24.0,27.0,105000.0,1376.5,30.0,335.3,24.0,28.0,115376.0
GGtR,255.0,humanoid,unique,L,16.0,5,15000.0,130.0,16.0,220.0,23.0,10.0,10.0,143.0,13.0,21.0,17.0,18000.0,376.3,15.0,211.3,20.0,18.0,19874.0
SKT,33.0,giant,unique,N,13.0,5,10000.0,200.0,14.0,200.0,21.0,9.0,9.0,74.666664,11.0,12.0,11.0,7200.0,310.3,12.0,105.1,12.0,12.0,8149.0
ToA,239.0,humanoid,unique,N,8.0,3,3900.0,110.5,13.0,165.0,20.0,7.0,7.0,50.666668,9.0,8.0,8.0,3900.0,243.8,9.0,64.7,8.0,8.0,3941.0
WDH,201.0,humanoid,unique,N,8.0,3,3900.0,153.0,17.0,153.0,17.0,7.0,7.0,45.0,7.0,7.0,7.0,2900.0,195.3,7.0,57.4,7.0,7.0,2804.0
MM,316.0,undead,generic,N,5.0,3,1800.0,93.5,15.0,107.0,15.0,6.0,6.0,45.0,4.0,7.0,5.0,1800.0,123.9,3.0,54.7,7.0,5.0,1694.0
TftYP,237.0,undead,generic,N,5.0,3,1800.0,97.5,15.0,111.0,15.0,7.0,7.0,28.0,4.0,5.0,4.0,1100.0,128.5,4.0,35.7,4.0,4.0,1148.0
MM,316.0,undead,generic,N,2.0,2,450.0,85.5,8.0,85.0,8.0,6.0,6.0,13.0,0.25,2.0,1.0,200.0,69.9,0.5,15.8,2.0,1.0,276.0
CoS,241.0,undead,generic,N,1.0,2,200.0,30.0,8.0,38.0,8.0,3.0,3.0,11.0,0.0,1.0,0.5,100.0,31.3,0.125,11.6,1.0,0.5,90.0
